"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Jake Lamb","- - -","37","100","3","13","6","0","10.0%","30.0%",".193",".327",".239",".330",".432",".335","","118","-1.8","0.3","-3.0","0.1","13329"
"MJ Melendez","KCR","101","411","15","41","49","1","12.4%","25.1%",".182",".266",".224",".319",".406",".317","","104","-1.0","0.8","-13.1","0.1","22197"
"Jake Meyers","HOU","47","149","1","11","14","1","4.7%","33.6%",".094",".315",".209",".255",".302",".247","","58","0.2","-6.8","2.8","0.1","20308"
"LaMonte Wade Jr.","SFG","56","180","8","20","23","0","10.0%","21.7%",".205",".200",".192",".287",".397",".301","","94","0.8","-0.5","-4.9","0.1","18126"
"Pedro Severino","MIL","8","21","0","0","1","0","14.3%","33.3%",".111",".364",".222",".333",".333",".303","","93","0.1","-0.1","0.1","0.1","14523"
"Mauricio Dubon","- - -","84","218","4","26","21","2","6.0%","9.6%",".095",".213",".211",".255",".307",".248","","58","-0.8","-11.1","4.8","0.1","16530"
"Dustin Garneau","DET","8","11","0","1","1","0","9.1%","36.4%",".100",".500",".300",".364",".400",".338","","123","0.0","0.3","0.0","0.1","9433"
"Zack Collins","TOR","26","79","4","7","10","0","7.6%","39.2%",".222",".270",".194",".266",".417",".298","","93","0.2","-0.4","-1.5","0.1","19181"
"Dixon Machado","SFG","5","17","0","1","0","0","5.9%","29.4%",".000",".300",".200",".294",".200",".239","","52","0.0","-1.0","1.0","0.1","11472"
"Sam Huff","TEX","30","82","1","5","5","1","6.1%","32.9%",".065",".388",".260",".305",".325",".277","","79","0.3","-1.6","-0.3","0.1","22209"
"David Hensley","HOU","4","13","0","1","0","0","7.7%","30.8%",".083",".500",".333",".385",".417",".354","","134","0.0","0.5","-0.3","0.1","25111"
"Liover Peguero","PIT","1","4","0","0","0","0","25.0%","50.0%",".000","1.000",".333",".500",".333",".394","","154","0.0","0.2","0.2","0.1","24273"
"Maikel Garcia","KCR","9","23","0","1","2","0","4.3%","21.7%",".045",".412",".318",".348",".364",".316","","103","-0.2","-0.2","0.0","0.1","22715"
"Connor Wong","BOS","6","13","1","1","3","0","0.0%","23.1%",".250",".222",".250",".231",".500",".295","","86","0.1","-0.1","0.3","0.1","19896"
"Dairon Blanco","KCR","5","7","0","1","2","1","0.0%","57.1%",".000",".667",".286",".286",".286",".253","","58","0.0","-0.3","0.7","0.1","19779"
"Colin Moran","CIN","40","127","5","10","23","0","11.8%","23.6%",".165",".234",".211",".299",".376",".297","","83","-0.5","-3.1","-0.7","0.1","16909"
"Austin Wynns","SFG","49","131","1","10","14","0","6.9%","21.4%",".085",".289",".229",".292",".314",".272","","74","-1.2","-5.2","1.2","0.1","15271"
"Tim Locastro","NYY","28","37","2","10","4","7","5.4%","16.2%",".176",".154",".176",".243",".353",".264","","71","1.5","0.3","-0.9","0.1","15124"
"Martin Maldonado","HOU","95","321","12","31","37","0","6.2%","31.2%",".166",".217",".176",".242",".341",".258","","66","-3.1","-15.5","5.8","0.0","6887"
"Evan Phillips","LAD","52","1","0","0","0","0","100.0%","0.0%",".000",".000",".000","1.000",".000",".690","","357","0.0","0.3","0.1","0.0","17734"
"Rob Brantly","NYY","1","3","0","0","0","0","0.0%","0.0%",".333",".333",".333",".333",".667",".421","","182","0.0","0.3","0.1","0.0","10655"
"Cam Gallagher","KCR","18","47","0","1","5","0","6.4%","27.7%",".119",".310",".214",".267",".333",".265","","67","0.2","-1.6","0.5","0.0","12981"
"Adalberto Mondesi","KCR","15","54","0","3","3","5","7.4%","37.0%",".000",".233",".140",".204",".140",".166","","-3","1.0","-5.3","4.0","0.0","13769"
"Richie Martin","BAL","13","33","0","4","3","3","9.1%","30.3%",".133",".250",".167",".242",".300",".240","","53","-0.5","-2.3","1.7","0.0","17736"
"Jake Hager","ARI","28","59","0","4","3","0","13.6%","28.8%",".040",".364",".240",".345",".280",".291","","83","0.5","-0.6","-1.0","0.0","12198"
"Franchy Cordero","BOS","82","269","8","36","29","4","10.4%","32.7%",".182",".317",".225",".307",".407",".312","","98","2.6","1.9","-10.0","0.0","14567"
"Nick Solak","TEX","33","88","3","12","4","3","6.8%","20.5%",".130",".232",".208",".299",".338",".289","","88","0.4","-0.8","-1.6","0.0","19294"
"Mark Payton","CHW","1","1","0","1","0","0","100.0%","0.0%",".000",".000",".000","1.000",".000",".690","","371","0.0","0.3","0.0","0.0","16042"
"Michael Toglia","COL","4","14","1","1","2","0","0.0%","28.6%",".286",".222",".214",".214",".500",".301","","78","0.0","-0.4","0.2","0.0","25845"
"Adam Engel","CHW","97","224","2","29","14","11","4.9%","28.6%",".095",".319",".229",".277",".324",".265","","70","1.9","-5.7","-1.1","0.0","15082"
"Mario Feliciano","MIL","2","5","0","0","0","0","20.0%","20.0%",".000",".333",".250",".400",".250",".315","","101","0.0","0.0","0.1","0.0","20263"
"Tyler Freeman","CLE","12","42","0","3","0","1","7.1%","11.9%",".056",".258",".222",".333",".278",".287","","86","0.2","-0.5","-0.5","0.0","22532"
"Mark Kolozsvary","CIN","10","21","1","3","3","0","4.8%","42.9%",".250",".300",".200",".238",".450",".294","","80","-0.2","-0.7","0.3","0.0","21304"
"Shea Langeliers","OAK","16","66","3","8","10","0","1.5%","43.9%",".250",".333",".219",".227",".469",".292","","95","0.6","0.2","-2.0","0.0","25816"
"Buddy Kennedy","ARI","29","90","1","9","12","0","7.8%","23.3%",".113",".283",".225",".289",".338",".276","","73","0.0","-2.8","0.0","0.0","22505"
"Daz Cameron","DET","21","70","1","6","8","2","7.1%","28.6%",".125",".302",".219",".286",".344",".280","","82","1.0","-0.4","-1.6","0.0","18353"
"Salvador Perez","KCR","90","374","19","39","63","0","3.7%","26.2%",".216",".270",".236",".275",".452",".312","","100","-2.9","-2.7","-8.9","0.0","7304"
"Jeimer Candelario","DET","106","397","12","42","42","0","6.0%","22.9%",".148",".235",".202",".262",".350",".270","","75","-0.7","-11.9","-0.4","0.0","13621"
"Vinny Capra","TOR","8","7","0","2","0","0","28.6%","14.3%",".000",".250",".200",".429",".200",".324","","112","-0.1","0.0","0.0","0.0","25040"
"Jake Cave","MIN","23","64","3","5","10","1","6.3%","25.0%",".220",".220",".203",".250",".424",".288","","88","-0.1","-1.0","-0.8","0.0","14477"
"Terrance Gore","NYM","1","0","0","0","0","1","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.2","0.2","0.0","0.0","13658"
"Grayson Greiner","ARI","2","8","0","0","0","0","25.0%","37.5%",".000",".333",".167",".375",".167",".283","","78","0.0","-0.2","0.1","0.0","17062"
"Pavin Smith","ARI","65","241","9","20","31","1","10.4%","26.1%",".155",".245",".207",".290",".362",".288","","81","0.6","-4.8","-3.3","0.0","19892"
"Khalil Lee","NYM","2","2","1","1","3","0","0.0%","0.0%","1.500",".000",".500",".500","2.000","1.036","","595","0.0","1.2","-1.1","0.0","19952"
"Cal Stevenson","OAK","22","67","0","5","1","1","11.9%","34.3%",".054",".294",".179",".277",".232",".238","","57","0.3","-2.9","0.9","0.0","22411"
"Ben DeLuzio","STL","2","2","0","1","0","0","50.0%","50.0%",".000",".000",".000",".500",".000",".345","","125","0.0","0.1","0.0","0.0","19644"
"JT Riddle","CIN","2","4","0","0","0","0","0.0%","25.0%",".000",".333",".250",".250",".250",".221","","31","0.1","-0.2","0.2","0.0","17642"
"Rougned Odor","BAL","118","410","11","41","43","5","6.8%","24.4%",".151",".242",".202",".266",".352",".271","","75","0.5","-11.1","-1.6","0.0","12282"
"Brandon Belt","SFG","78","298","8","25","23","1","12.4%","27.2%",".138",".277",".213",".326",".350",".304","","96","-1.1","-2.6","-7.4","0.0","10264"
"Garrett Mitchell","MIL","8","17","1","3","5","1","11.8%","41.2%",".200",".143",".133",".235",".333",".255","","60","0.2","-0.6","0.1","0.0","27555"
"Marcus Wilson","SEA","3","6","0","1","0","0","16.7%","66.7%",".000","1.000",".200",".333",".200",".262","","73","0.1","-0.1","-0.1","0.0","17910"
"Tommy Hunter","NYM","13","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1157"
"Matt Bush","- - -","53","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1246"
"Adam Ottavino","NYM","55","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1247"
"Oliver Perez","ARI","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1514"
"Sean Doolittle","WSN","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1581"
"Matt Moore","TEX","49","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1890"
"Zack Greinke","KCR","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1943"
"Clayton Kershaw","LAD","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2036"
"Adam Wainwright","STL","27","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2233"
"Corey Kluber","TBR","26","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2429"
"Lance Lynn","CHW","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2520"
"Jhoulys Chacin","COL","33","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2608"
"Ross Detwiler","CIN","30","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2859"
"Kenley Jansen","ATL","51","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3096"
"Max Scherzer","NYM","20","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3137"
"David Price","LAD","38","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3184"
"T.J. McFarland","STL","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3237"
"Joe Smith","MIN","34","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3281"
"Anibal Sanchez","WSN","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3284"
"Darren O'Day","ATL","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3321"
"Liam Hendriks","CHW","47","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3548"
"Mark Melancon","ARI","50","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4264"
"Justin Wilson","CIN","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4301"
"Charlie Morton","ATL","26","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4676"
"Rich Hill","BOS","20","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4806"
"Jake Diekman","- - -","58","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5003"
"Anthony Gose","CLE","22","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5097"
"Jeurys Familia","- - -","45","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5114"
"Jose Alvarez","SFG","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5358"
"Manny Banuelos","- - -","25","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5365"
"Michael Pineda","DET","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5372"
"Pedro Baez","HOU","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5420"
"Jesse Chavez","- - -","46","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5448"
"Arodys Vizcaino","KCR","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5498"
"Madison Bumgarner","ARI","27","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5524"
"Ryan Brasier","BOS","56","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5615"
"Tyler Clippard","WSN","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5640"
"Huascar Brazoban","MIA","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6107"
"David Phelps","TOR","55","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6316"
"Chris Archer","MIN","23","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6345"
"Jake Odorizzi","- - -","17","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6397"
"Trevor May","NYM","18","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6398"
"Jose Cisnero","DET","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6399"
"Steve Cishek","WSN","58","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6483"
"Alex Cobb","SFG","22","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6562"
"Carlos Carrasco","NYM","23","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6632"
"Craig Kimbrel","LAD","49","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6655"
"Alex Colome","COL","48","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6661"
"Johnny Cueto","CHW","20","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6893"
"Chase Anderson","CIN","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6895"
"Martin Perez","TEX","26","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6902"
"Luis Garcia","SDP","51","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6984"
"Ian Kennedy","ARI","49","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6986"
"Ryan Pressly","HOU","39","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7005"
"Fernando Cruz","CIN","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7048"
"Daniel Bard","COL","47","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7115"
"Daniel Hudson","LAD","25","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7146"
"Greg Holland","TEX","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7196"
"Craig Stammen","SDP","27","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7274"
"Jay Jackson","ATL","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7432"
"Collin McHugh","ATL","46","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7531"
"Jake McGee","- - -","39","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7550"
"Jordan Lyles","BAL","27","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7593"
"Tommy Milone","SEA","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7608"
"Wily Peralta","DET","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7738"
"Richard Bleier","MIA","45","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7803"
"Hunter Strickland","CIN","54","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7836"
"Anthony Bass","- - -","61","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7982"
"Will Smith","- - -","54","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8048"
"Bryan Shaw","CLE","52","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8110"
"Paolo Espino","WSN","35","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8246"
"Lucas Luetge","NYY","41","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8337"
"Justin Verlander","HOU","24","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8700"
"Wade Miley","CHC","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8779"
"Cesar Valdez","LAA","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9013"
"Kirby Yates","ATL","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9073"
"Brad Hand","PHI","49","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9111"
"Nathan Eovaldi","BOS","18","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9132"
"Patrick Corbin","WSN","27","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9323"
"Dallas Keuchel","- - -","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9434"
"Brian Moran","LAA","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9646"
"Joe Kelly","CHW","34","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9761"
"Garrett Richards","TEX","32","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9784"
"Miles Mikolas","STL","27","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9803"
"Sergio Romo","- - -","23","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9817"
"Mike Minor","CIN","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10021"
"Tyler Matzek","ATL","33","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10058"
"Brooks Raley","TBR","49","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10061"
"Caleb Thielbar","MIN","54","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10078"
"Kyle Gibson","PHI","26","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10123"
"Stephen Strasburg","WSN","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10131"
"Brad Boxberger","MIL","55","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10133"
"Ryan Weber","NYY","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10160"
"Aroldis Chapman","NYY","36","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10233"
"Ryan Tepera","LAA","48","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10291"
"Zack Wheeler","PHI","23","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10310"
"Erasmo Ramirez","WSN","50","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10314"
"Juan Minaya","MIN","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10341"
"Aaron Loup","LAA","52","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10343"
"Robbie Erlin","LAD","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10354"
"Mychal Givens","- - -","54","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10430"
"Scott Alexander","SFG","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10591"
"Chris Sale","BOS","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10603"
"Andrew Bellatti","PHI","49","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10657"
"Tyler Thornburg","- - -","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10688"
"Drew Hutchison","DET","23","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10732"
"Shane Greene","- - -","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10756"
"Adam Kolarek","OAK","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10843"
"Chasen Shreve","NYM","25","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10855"
"Jacob deGrom","NYM","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10954"
"Casey Lawrence","TOR","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11121"
"Merrill Kelly","ARI","27","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11156"
"Vince Velasquez","CHW","18","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11189"
"Tommy Kahnle","LAD","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11384"
"Jose Quintana","- - -","26","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11423"
"Robbie Ray","SEA","27","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11486"
"Joely Rodriguez","NYM","46","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11487"
"Aaron Sanchez","- - -","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11490"
"Jose Urena","- - -","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11589"
"Heath Hembree","- - -","23","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11632"
"Jameson Taillon","NYY","26","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11674"
"Justin Grimm","OAK","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11720"
"Drew Smyly","CHC","19","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11760"
"Noah Syndergaard","- - -","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11762"
"Hansel Robles","BOS","26","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11801"
"Hector Neris","HOU","59","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11804"
"Taijuan Walker","NYM","23","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11836"
"Chris Martin","- - -","47","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11847"
"Jason Adam","TBR","59","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11861"
"Michael Feliz","BOS","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11903"
"Kyle Hendricks","CHC","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12049"
