"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid"
"Steven Matz","STL","3","3","0","7","7","32.1","10.30","2.23","1.67",".372","64.9%","38.0%","19.4%","","6.40","","4.06","2.95","0.3","13361"
"Devin Williams","MIL","2","0","2","14","0","12.0","15.75","8.25","0.00",".417","68.2%","45.8%","0.0%","94.5","5.25","","2.60","3.17","0.3","15816"
"Jakob Junis","SFG","1","1","0","4","2","20.2","7.84","1.74","0.87",".255","93.4%","47.4%","9.1%","91.4","1.74","","3.35","3.53","0.3","13619"
"Sean Doolittle","WSN","0","0","0","6","0","5.1","10.13","0.00","0.00",".091","100.0%","27.3%","0.0%","93.5","0.00","","0.85","2.89","0.3","1581"
"David Peterson","NYM","1","0","0","4","3","19.0","7.58","3.79","0.47",".235","81.6%","55.8%","5.9%","93.5","1.89","","3.37","3.90","0.3","20302"
"Alex Wood","SFG","3","2","0","6","6","30.0","9.00","2.70","1.20",".333","79.7%","48.3%","20.0%","","3.60","","3.84","3.01","0.3","13781"
"Luis Cessa","CIN","1","0","0","12","1","14.2","6.75","1.84","0.00",".302","64.7%","53.5%","0.0%","94.0","3.68","","2.42","3.63","0.3","13345"
"John Schreiber","BOS","0","0","1","6","0","7.0","7.71","0.00","0.00",".211","100.0%","47.4%","0.0%","93.6","0.00","","1.82","3.37","0.3","20020"
"Pierce Johnson","SDP","0","1","0","6","0","6.0","16.50","6.00","0.00",".462","70.0%","61.5%","0.0%","95.0","4.50","","1.44","1.89","0.3","13435"
"Keegan Thompson","CHC","2","0","0","8","1","27.0","7.33","3.33","0.67",".250","92.7%","56.5%","8.7%","94.1","1.67","","3.99","4.19","0.3","19795"
"Chasen Shreve","NYM","1","0","0","11","0","12.1","13.14","2.19","0.73",".261","81.4%","37.5%","12.5%","90.5","2.19","","1.97","1.80","0.3","10855"
"Lucas Luetge","NYY","1","0","0","12","0","9.2","11.17","3.72","0.00",".370","66.7%","44.4%","0.0%","","4.66","","2.17","3.86","0.3","8337"
"Dylan Bundy","MIN","3","2","0","5","5","25.0","7.92","1.80","1.44",".316","62.0%","46.3%","13.8%","89.4","5.76","","4.02","3.52","0.3","12917"
"Tim Mayza","TOR","2","0","0","15","0","13.0","9.00","1.38","0.69",".286","86.2%","66.7%","33.3%","","2.08","","2.57","1.88","0.2","15042"
"Emmanuel Clase","CLE","1","2","7","15","0","13.1","8.10","2.03","0.68",".237","51.7%","55.3%","12.5%","","2.70","","2.95","2.79","0.2","21032"
"Jose Alvarado","PHI","0","0","0","13","0","9.2","13.97","5.59","0.00",".462","57.9%","57.7%","0.0%","98.1","7.45","","2.17","2.88","0.2","17780"
"Marcus Stroman","CHC","1","3","0","5","5","26.1","7.52","2.39","1.37",".267","55.1%","45.6%","14.8%","93.0","5.13","","4.21","3.62","0.2","13431"
"Daniel Hudson","LAD","1","3","1","11","0","10.2","10.97","2.53","0.84",".286","66.0%","63.0%","14.3%","96.8","3.38","","2.73","2.40","0.2","7146"
"Chad Green","NYY","1","1","1","12","0","13.1","9.45","3.38","0.68",".306","70.5%","25.0%","5.0%","94.7","3.38","","3.10","4.17","0.2","15552"
"Alex Vesia","LAD","0","0","0","11","0","8.2","11.42","3.12","0.00",".227","62.5%","36.4%","0.0%","93.3","3.12","","1.60","3.17","0.2","25007"
"David Robertson","CHC","1","0","5","11","0","12.0","12.75","4.50","0.75",".095","92.1%","45.5%","10.0%","","1.50","","2.85","2.90","0.2","8241"
"Drew Smyly","CHC","1","4","0","6","6","29.2","6.37","1.82","1.52",".309","81.8%","52.0%","15.6%","","3.64","","4.49","3.76","0.2","11760"
"Zach Jackson","OAK","0","1","1","16","0","15.0","11.40","6.00","0.00",".313","66.7%","48.4%","0.0%","94.9","3.60","","2.77","3.59","0.2","19493"
"Camilo Doval","SFG","0","1","5","13","0","13.2","12.51","3.95","0.66",".290","83.3%","61.3%","20.0%","","2.63","","2.81","2.36","0.2","21992"
"Kyle Bradish","BAL","1","1","0","3","3","17.0","8.47","1.59","1.59",".293","67.6%","43.2%","16.7%","","4.24","","4.22","3.37","0.2","24586"
"Chris Martin","CHC","0","0","0","13","0","10.2","11.81","2.53","0.84",".448","83.3%","73.3%","20.0%","95.1","3.38","","2.54","1.96","0.2","11847"
"Edwin Diaz","NYM","1","0","8","15","0","15.0","16.20","3.00","1.80",".200","100.0%","43.5%","30.0%","98.6","1.80","","3.10","1.41","0.2","14710"
"Alex Faedo","DET","0","1","0","2","2","10.0","7.20","2.70","0.90",".355","80.9%","45.2%","10.0%","92.9","3.60","","3.70","3.76","0.2","19874"
"Craig Kimbrel","LAD","0","0","5","9","0","8.2","9.35","3.12","0.00",".292","90.0%","60.9%","0.0%","96.0","1.04","","2.07","3.16","0.2","6655"
"Penn Murfee","SEA","0","0","0","7","0","9.2","11.17","0.93","0.00",".200","83.3%","30.0%","0.0%","89.5","0.93","","1.24","2.65","0.2","25174"
"German Marquez","COL","1","3","0","7","7","38.0","7.58","2.61","1.66",".339","58.9%","51.6%","21.2%","95.3","6.16","","4.76","3.55","0.2","15038"
"Julian Merryweather","TOR","0","2","0","12","0","11.2","9.26","0.77","0.77",".314","34.5%","54.3%","9.1%","97.1","6.94","","2.42","2.58","0.2","16703"
"Justin Wilson","CIN","0","1","0","5","0","3.2","17.18","0.00","0.00",".500","66.7%","50.0%","0.0%","95.3","2.45","","-0.71","0.03","0.2","4301"
"Adam Ottavino","NYM","2","1","0","14","0","12.2","14.21","4.26","0.71",".355","68.2%","40.6%","11.1%","95.2","4.97","","2.63","2.57","0.2","1247"
"Nathan Eovaldi","BOS","1","1","0","7","7","40.0","9.45","1.58","2.03",".260","95.5%","43.8%","21.4%","97.0","3.15","","4.53","3.03","0.2","9132"
"Sam Moll","OAK","0","0","0","13","0","10.2","10.13","5.91","0.00",".136","90.9%","54.5%","0.0%","94.3","0.84","","3.10","3.87","0.2","14874"
"Charlie Morton","ATL","2","3","0","7","7","34.2","8.31","4.67","0.78",".296","68.3%","36.0%","7.1%","95.0","4.93","","4.29","4.81","0.2","4676"
"Bryan Abreu","HOU","2","0","0","10","0","13.2","13.83","3.95","0.66",".438","74.1%","39.4%","10.0%","98.2","3.95","","2.74","2.78","0.2","16609"
"JT Brubaker","PIT","0","3","0","7","7","30.1","9.79","4.75","1.19",".268","58.8%","39.5%","10.3%","93.1","5.34","","4.32","4.36","0.2","17578"
"Nabil Crismatt","SDP","1","0","0","9","1","17.0","7.41","4.24","0.00",".182","82.4%","63.6%","0.0%","90.1","1.59","","3.05","3.92","0.2","17732"
"Dominic Leone","SFG","2","0","1","12","0","10.0","9.90","1.80","0.90",".400","80.9%","45.2%","7.1%","94.9","2.70","","2.80","3.41","0.2","13763"
"Adam Cimber","TOR","4","2","1","15","0","14.2","6.14","1.84","0.61",".220","63.5%","41.5%","6.3%","87.0","2.45","","3.45","4.04","0.2","15288"
"Konnor Pilkington","CLE","0","0","0","4","1","8.2","11.42","4.15","0.00",".238","77.8%","47.6%","0.0%","92.1","2.08","","1.95","3.20","0.2","21453"
"Trent Thornton","TOR","0","2","0","10","0","15.1","5.87","4.70","0.00",".261","70.0%","23.9%","0.0%","93.0","3.52","","3.37","5.31","0.2","17948"
"Taylor Hearn","TEX","2","2","0","6","6","25.2","10.17","4.56","1.05",".366","72.9%","40.3%","13.6%","94.1","5.26","","4.12","3.76","0.2","18325"
"Caleb Thielbar","MIN","1","0","0","14","0","12.2","12.08","4.97","0.71",".355","51.1%","31.3%","5.9%","92.9","7.11","","3.10","3.90","0.2","10078"
"Cody Poteet","MIA","0","0","0","8","0","16.1","7.71","3.86","0.00",".214","93.8%","52.4%","0.0%","95.1","0.55","","2.68","3.67","0.2","18769"
"Matt Manning","DET","0","0","0","2","2","8.0","4.50","0.00","1.13",".208","87.0%","52.0%","14.3%","94.0","2.25","","3.73","3.29","0.2","20369"
"Trevor Williams","NYM","0","2","0","5","1","11.0","7.36","1.64","0.82",".375","54.2%","44.7%","9.1%","91.4","5.73","","3.20","3.37","0.2","16977"
"Josh Staumont","KCR","0","0","2","14","0","12.2","13.50","4.97","0.71",".367","75.3%","16.1%","7.1%","97.3","4.26","","3.03","3.50","0.2","18335"
"Jose Alvarez","SFG","1","0","0","12","0","8.2","8.31","3.12","0.00",".240","66.7%","60.0%","0.0%","91.1","3.12","","2.30","3.08","0.2","5358"
"Phoenix Sanders","TBR","0","0","0","5","0","10.0","8.10","1.80","0.00",".286","80.0%","40.7%","0.0%","89.8","1.80","","1.90","3.40","0.2","20541"
"Matt Wisler","TBR","1","1","0","14","3","16.1","7.16","1.65","1.10",".260","59.2%","19.6%","7.4%","90.5","2.20","","3.66","4.31","0.2","12804"
"Jordan Romano","TOR","1","2","12","16","0","14.2","10.43","3.07","1.23",".297","78.9%","36.8%","14.3%","96.6","3.07","","3.58","3.11","0.2","16122"
"Adrian Martinez","OAK","1","0","0","1","1","5.1","5.06","0.00","0.00",".235","100.0%","47.1%","0.0%","","0.00","","2.54","4.32","0.2","21023"
"Zach Logue","OAK","2","1","0","3","2","13.1","8.10","2.03","1.35",".243","100.0%","28.2%","9.5%","90.6","1.35","","3.93","4.12","0.2","20231"
"Rony Garcia","DET","0","0","0","6","0","9.1","7.71","1.93","0.00",".208","71.4%","37.5%","0.0%","93.5","1.93","","2.03","3.78","0.2","20430"
"Ty Blach","COL","1","0","1","9","0","16.0","6.19","2.25","0.56",".286","62.5%","46.9%","5.3%","91.5","4.50","","3.29","4.09","0.2","14361"
"Mitch Keller","PIT","0","5","0","7","7","32.2","7.16","3.31","1.38",".317","61.4%","47.2%","12.5%","96.4","6.61","","4.70","4.37","0.2","17594"
"James Norwood","PHI","1","0","0","12","0","10.1","9.58","1.74","0.87",".310","28.3%","30.0%","7.1%","96.6","6.97","","2.81","3.40","0.2","16440"
"Luis Gil","NYY","0","0","0","1","1","4.0","11.25","4.50","0.00",".417","42.9%","41.7%","0.0%","97.2","9.00","","2.10","3.12","0.2","21052"
"Tyler Thornburg","ATL","0","0","0","8","0","8.1","8.64","3.24","0.00",".387","60.0%","25.8%","0.0%","93.6","4.32","","2.26","5.03","0.2","10688"
"Jarlin Garcia","SFG","1","1","0","13","0","13.1","6.75","4.05","0.00",".121","80.0%","42.4%","0.0%","93.0","0.00","","2.95","4.58","0.2","18282"
"Anthony Misiewicz","SEA","0","0","0","12","0","9.2","5.59","1.86","0.00",".286","80.0%","42.9%","0.0%","92.6","1.86","","2.48","4.03","0.2","18152"
"Corbin Martin","ARI","0","0","0","5","0","14.1","8.79","3.77","0.00",".349","57.1%","34.9%","0.0%","94.5","4.40","","2.41","3.92","0.2","19884"
"Aroldis Chapman","NYY","0","1","8","14","0","11.2","9.26","6.94","0.00",".226","87.5%","41.9%","0.0%","97.1","1.54","","3.36","4.87","0.2","10233"
"Jose Ruiz","CHW","0","0","0","14","0","12.0","12.75","5.25","0.75",".346","89.7%","48.1%","10.0%","97.0","2.25","","3.10","3.15","0.2","14552"
"Max Kranick","PIT","0","0","0","2","0","5.0","7.20","5.40","0.00",".250","100.0%","25.0%","0.0%","95.4","0.00","","3.30","4.93","0.2","22175"
"Andrew Bellatti","PHI","1","0","0","11","0","9.1","14.46","4.82","0.96",".350","86.2%","35.0%","12.5%","94.4","2.89","","2.89","2.66","0.2","10657"
"Anthony DeSclafani","SFG","0","1","0","3","3","13.1","8.78","1.35","1.35",".444","72.1%","38.3%","10.5%","92.9","6.08","","3.78","3.76","0.1","13050"
"Chase Silseth","LAA","1","0","0","1","1","6.0","6.00","3.00","0.00",".071","100.0%","61.5%","0.0%","96.2","0.00","","2.77","3.90","0.1","30074"
"Taylor Clarke","KCR","1","0","1","13","0","13.0","7.62","0.00","1.38",".243","97.6%","38.5%","11.1%","95.5","1.38","","3.41","3.29","0.1","17611"
"Daniel Lynch","KCR","2","2","0","5","5","24.2","9.12","3.28","1.46",".284","77.5%","36.6%","11.1%","94.2","4.01","","4.52","4.40","0.1","21537"
"Austin Voth","WSN","0","0","0","14","0","13.2","10.54","1.98","1.32",".390","76.9%","34.9%","11.1%","93.6","3.95","","3.32","3.21","0.1","15047"
"Wily Peralta","DET","1","0","0","9","1","15.1","8.80","6.46","0.00",".270","90.5%","54.1%","0.0%","95.8","0.59","","3.30","4.10","0.1","7738"
"Parker Mushinski","HOU","0","0","0","5","0","5.1","11.81","1.69","0.00",".357","50.0%","42.9%","0.0%","92.5","5.06","","1.04","1.81","0.1","21324"
"David Phelps","TOR","0","0","0","14","0","12.1","8.03","5.84","0.00",".233","73.3%","41.4%","0.0%","93.1","2.92","","3.27","4.26","0.1","6316"
"Mitch White","LAD","0","0","0","4","0","8.0","9.00","2.25","0.00",".333","60.0%","38.1%","0.0%","93.8","4.50","","2.23","3.76","0.1","19225"
"Justin Lawrence","COL","1","0","0","11","0","12.1","11.68","7.30","0.00",".321","85.0%","57.1%","0.0%","","2.19","","3.19","3.85","0.1","17639"
"Jhonathan Diaz","LAA","1","0","0","2","2","9.2","7.45","7.45","0.00",".174","100.0%","52.2%","0.0%","91.5","0.00","","3.93","4.77","0.1","20298"
"Alexis Diaz","CIN","1","0","0","15","0","16.1","9.92","3.86","0.55",".162","100.0%","31.6%","5.0%","95.9","0.55","","3.35","4.22","0.1","21132"
"Matt Moore","TEX","1","0","0","10","0","16.2","8.64","6.48","0.00",".239","78.3%","54.3%","0.0%","94.1","2.16","","3.34","4.49","0.1","1890"
"Logan Allen","- - -","1","0","0","6","0","7.1","7.36","4.91","0.00",".400","73.3%","44.0%","0.0%","92.2","4.91","","3.51","5.37","0.1","18555"
"Brad Hand","PHI","1","1","1","14","0","9.1","12.54","6.75","0.00",".286","81.3%","35.0%","0.0%","92.8","1.93","","3.53","4.55","0.1","9111"
"Julio Urias","LAD","2","3","0","7","7","36.0","6.50","2.00","1.75",".248","74.5%","36.4%","13.7%","92.9","3.00","","4.94","4.33","0.1","14765"
"Seth Martinez","HOU","0","0","0","2","0","2.2","13.50","3.38","0.00",".200","100.0%","0.0%","0.0%","92.0","0.00","","1.23","3.27","0.1","21045"
"Jhon Romero","MIN","0","0","0","4","0","5.0","10.80","1.80","0.00",".529","80.0%","70.6%","0.0%","94.4","3.60","","1.30","1.58","0.1","19940"
"Robert Gsellman","CHC","0","1","0","3","0","7.0","6.43","2.57","0.00",".391","54.5%","43.5%","0.0%","","6.43","","2.53","4.28","0.1","13696"
"Justin Grimm","OAK","0","0","0","11","0","11.0","7.36","3.27","0.00",".353","64.7%","35.3%","0.0%","92.9","4.09","","2.83","4.44","0.1","11720"
"Seth Lugo","NYM","0","1","2","14","0","13.0","9.00","3.46","0.69",".324","72.3%","43.2%","7.7%","94.5","4.15","","3.26","3.62","0.1","12447"
"Mauricio Llovera","SFG","0","0","0","4","1","4.0","11.25","0.00","0.00",".300","66.7%","33.3%","0.0%","94.8","2.25","","0.60","1.62","0.1","20080"
"Steve Cishek","WSN","0","1","0","16","0","13.0","12.46","4.15","0.69",".405","72.0%","37.1%","12.5%","89.2","5.54","","3.41","3.25","0.1","6483"
"Nick Lodolo","CIN","1","2","0","3","3","14.2","11.66","3.07","1.84",".375","76.9%","46.5%","25.0%","94.4","5.52","","4.60","3.06","0.1","26378"
"Oliver Ortega","LAA","1","1","0","12","0","18.1","5.89","3.44","0.49",".224","85.2%","55.1%","7.7%","95.7","1.96","","3.65","3.90","0.1","21025"
"Liam Hendriks","CHW","1","2","9","15","0","15.1","13.50","2.93","1.76",".378","69.1%","35.0%","18.8%","97.9","4.70","","3.82","2.70","0.1","3548"
"Dennis Santana","TEX","0","1","0","11","0","9.0","3.00","2.00","0.00",".148","50.0%","51.9%","0.0%","97.6","2.00","","3.10","4.46","0.1","17878"
"Raisel Iglesias","LAA","1","1","8","15","0","13.1","10.80","2.70","1.35",".207","68.6%","32.3%","11.8%","95.3","4.05","","3.78","3.56","0.1","17130"
"Chris Flexen","SEA","1","5","0","6","6","34.0","5.82","2.65","1.32",".272","75.0%","39.0%","10.9%","92.0","4.24","","4.60","4.53","0.1","13896"
"Mike Clevinger","SDP","0","0","0","2","2","9.0","10.00","5.00","1.00",".346","66.2%","48.1%","11.1%","94.2","5.00","","3.99","3.91","0.1","12808"
"Robert Dugger","- - -","0","0","0","2","0","8.1","12.96","1.08","1.08",".500","63.5%","36.0%","16.7%","91.1","6.48","","2.14","1.56","0.1","19191"
"Paolo Espino","WSN","0","0","0","11","0","15.0","6.60","1.80","0.60",".333","86.0%","30.6%","4.5%","89.1","2.40","","3.10","4.23","0.1","8246"
"Wyatt Mills","SEA","0","0","0","6","0","7.2","5.87","0.00","0.00",".150","75.0%","35.0%","0.0%","92.9","1.17","","2.19","3.79","0.1","20010"
"Jon Gray","TEX","0","1","0","4","4","16.1","8.27","3.86","1.10",".256","60.4%","50.0%","18.2%","95.3","5.51","","4.33","3.65","0.1","14916"
"Devin Smeltzer","MIN","0","0","0","1","1","5.0","3.60","3.60","0.00",".200","80.0%","46.7%","0.0%","90.2","1.80","","3.50","5.13","0.1","19487"
"Sean Poppen","ARI","1","0","0","5","0","6.0","4.50","3.00","0.00",".222","83.3%","23.5%","0.0%","","1.50","","3.10","5.14","0.1","19583"
"Casey Mize","DET","0","1","0","2","2","10.0","3.60","1.80","0.90",".316","66.2%","36.8%","5.6%","94.0","5.40","","4.20","5.35","0.1","20492"
"Jake Woodford","STL","1","0","0","7","0","13.0","6.23","4.15","0.00",".289","76.5%","47.4%","0.0%","92.1","2.08","","3.10","4.57","0.1","18674"
"Paul Sewald","SEA","2","1","1","10","0","10.2","10.13","0.84","1.69",".091","45.5%","37.5%","15.4%","92.2","3.38","","3.57","2.79","0.1","13892"
"Reyes Moronta","LAD","0","0","0","7","0","8.0","7.88","3.38","0.00",".348","83.3%","31.8%","0.0%","95.3","2.25","","2.85","4.72","0.1","14966"
"Miguel Castro","NYY","2","0","0","14","0","12.1","8.76","5.84","0.00",".226","88.2%","45.2%","0.0%","","1.46","","3.59","4.58","0.1","15684"
"Anthony Banda","PIT","0","0","0","9","0","7.1","11.05","1.23","1.23",".429","93.8%","40.9%","11.1%","95.1","2.45","","2.83","2.73","0.1","14706"
"Jason Foley","DET","0","0","0","6","0","7.2","1.17","0.00","0.00",".300","77.8%","53.6%","0.0%","96.4","2.35","","2.84","4.44","0.1","19531"
"Sergio Romo","SEA","0","0","0","3","0","3.0","9.00","0.00","0.00",".125","100.0%","42.9%","0.0%","","0.00","","1.10","2.91","0.1","9817"
"Jake Walsh","STL","0","0","0","2","0","2.2","16.88","3.38","0.00",".200","100.0%","40.0%","0.0%","94.8","0.00","","0.48","2.01","0.1","20227"
"Yency Almonte","LAD","0","0","0","1","0","2.0","18.00","0.00","0.00",".000","100.0%","50.0%","0.0%","","0.00","","-0.90","-0.22","0.1","15068"
"Bailey Falter","PHI","0","1","0","5","1","12.0","5.25","1.50","1.50",".282","82.0%","31.7%","11.1%","90.8","3.75","","4.60","4.47","0.1","20070"
"Enyel De Los Santos","CLE","0","0","0","7","0","6.1","15.63","7.11","0.00",".273","66.7%","40.0%","0.0%","96.4","4.26","","2.47","2.69","0.1","18403"
"Hoby Milner","MIL","2","0","0","14","0","13.0","6.92","2.08","0.69",".243","60.3%","40.5%","7.1%","88.7","4.15","","3.26","3.72","0.1","13346"
"Ryan Brasier","BOS","0","1","0","15","0","11.1","8.74","1.59","1.59",".333","82.0%","31.4%","11.1%","95.0","3.97","","3.99","3.85","0.1","5615"
"Aaron Ashby","MIL","0","3","0","7","3","23.1","9.64","6.56","0.77",".323","69.9%","64.1%","12.5%","95.7","4.24","","4.39","4.21","0.1","23550"
"Tyler Gilbert","ARI","0","1","0","2","1","8.2","6.23","2.08","1.04",".160","89.3%","40.0%","10.0%","89.7","2.08","","3.91","3.98","0.1","17964"
"Jovani Moran","MIN","0","0","0","2","0","2.2","16.88","0.00","0.00",".250","100.0%","25.0%","0.0%","91.8","0.00","","-0.65","0.88","0.1","20422"
"Zach Thompson","PIT","2","3","0","7","6","26.1","7.52","4.44","1.37",".280","56.5%","45.9%","13.8%","92.9","5.47","","5.00","4.52","0.1","16094"
"Michael Fulmer","DET","1","2","1","13","0","13.1","6.75","4.73","0.68",".171","79.4%","36.1%","7.1%","94.2","2.70","","4.15","4.61","0.1","13218"
"Duane Underwood Jr.","PIT","0","0","0","2","0","2.0","18.00","0.00","0.00",".714","40.0%","14.3%","0.0%","96.2","13.50","","-0.90","0.46","0.1","14677"
"Ryan Feltner","COL","0","1","0","1","1","5.0","12.60","3.60","1.80",".462","65.8%","42.9%","16.7%","94.2","7.20","","4.10","3.13","0.1","21446"
"Joely Rodriguez","NYM","0","1","0","12","0","10.0","11.70","4.50","0.90",".200","58.1%","33.3%","12.5%","92.5","4.50","","3.30","3.09","0.1","11487"
"Amir Garrett","KCR","1","0","0","11","0","10.0","9.00","6.30","0.00",".095","70.0%","23.8%","0.0%","93.8","2.70","","3.50","5.00","0.1","14375"
"Tommy Nance","MIA","0","0","0","2","0","2.2","16.88","3.38","0.00",".000","100.0%","100.0%","0.0%","","0.00","","0.48","0.48","0.1","19178"
"Eli Morgan","CLE","1","1","0","7","1","14.2","9.82","1.84","1.23",".182","65.2%","34.3%","13.3%","91.5","3.68","","3.51","3.13","0.1","20203"
"Madison Bumgarner","ARI","2","1","0","7","7","30.1","5.93","3.56","1.19",".205","88.0%","38.9%","9.5%","91.0","1.78","","4.69","4.85","0.1","5524"
"Darren O'Day","ATL","1","0","0","10","0","8.2","8.31","2.08","1.04",".217","60.6%","41.7%","8.3%","86.1","4.15","","3.45","3.83","0.1","3321"
"Danny Coulombe","MIN","0","0","0","9","0","12.0","6.75","5.25","0.00",".156","83.3%","40.6%","0.0%","91.7","0.75","","3.35","4.94","0.1","13293"
"Steven Okert","MIA","2","0","0","14","0","10.0","12.60","3.60","0.90",".167","81.4%","36.8%","14.3%","93.3","2.70","","3.40","3.05","0.1","13580"
"Yimi Garcia","TOR","0","2","0","14","0","13.1","5.40","2.03","0.68",".244","61.6%","52.4%","7.7%","94.6","4.05","","4.00","4.35","0.1","12095"
"Sam Selman","OAK","0","0","0","1","0","2.2","16.88","3.38","0.00",".250","100.0%","50.0%","0.0%","90.0","0.00","","0.48","0.99","0.1","13397"
"Andres Machado","WSN","0","0","0","10","0","11.0","6.55","4.09","0.00",".250","64.3%","46.9%","0.0%","96.1","2.45","","3.29","4.52","0.1","14681"
"Alex Colome","COL","1","0","2","11","0","10.1","5.23","5.23","0.00",".439","58.3%","56.1%","0.0%","93.8","5.23","","3.69","5.26","0.1","6661"
"Dusten Knight","TBR","0","0","0","1","0","2.1","11.57","3.86","0.00",".429","75.0%","71.4%","0.0%","90.0","3.86","","1.82","2.40","0.1","16537"
"Jackson Stephens","ATL","0","0","1","6","0","10.0","10.80","2.70","0.90",".280","93.8%","42.3%","14.3%","93.8","1.80","","2.90","2.55","0.1","14420"
"Drew Steckenrider","SEA","0","1","2","13","0","12.2","6.39","3.55","0.71",".300","78.3%","34.1%","7.7%","94.5","3.55","","3.89","4.26","0.1","18806"
"Andres Munoz","SEA","1","1","1","12","0","10.2","16.88","4.22","1.69",".450","84.5%","40.9%","28.6%","100.3","4.22","","3.48","1.93","0.1","20373"
"Roansy Contreras","PIT","1","0","0","3","0","7.2","11.74","3.52","1.17",".188","75.8%","58.8%","20.0%","97.2","3.52","","3.76","2.95","0.1","22810"
"Jhoulys Chacin","COL","3","1","0","11","0","14.2","7.98","3.07","1.23",".250","35.2%","47.6%","15.4%","92.9","6.75","","4.13","3.56","0.1","2608"
"Carl Edwards Jr.","WSN","0","1","0","3","0","4.0","6.75","2.25","0.00",".308","40.0%","69.2%","0.0%","94.3","6.75","","2.35","3.03","0.1","13607"
"Jalen Beeks","TBR","1","0","0","8","0","13.2","10.54","2.63","1.32",".207","97.8%","51.6%","18.2%","95.0","1.98","","3.54","2.73","0.1","17192"
"Jared Solomon","CIN","0","0","0","2","0","2.0","22.50","4.50","0.00",".667","100.0%","33.3%","0.0%","95.4","0.00","","-0.40","0.28","0.1","23425"
"Nick Nelson","PHI","1","0","0","8","0","16.1","7.71","4.41","0.55",".304","75.2%","31.9%","5.0%","96.1","3.86","","3.84","4.71","0.1","20153"
"Michael Pineda","DET","1","2","0","5","5","22.1","4.84","1.61","1.61",".235","87.0%","38.9%","12.1%","90.6","3.22","","4.90","4.57","0.1","5372"
"Jackson Kowar","KCR","0","0","0","1","0","3.1","10.80","2.70","0.00",".688","41.7%","62.5%","0.0%","95.4","18.90","","1.60","2.83","0.1","21549"
"Joel Kuhnel","CIN","0","0","0","3","0","3.0","12.00","3.00","0.00",".375","75.0%","37.5%","0.0%","96.5","3.00","","1.44","2.34","0.1","19995"
"Joe Jimenez","DET","1","0","0","15","0","14.1","9.42","3.14","1.26",".243","75.8%","34.2%","10.5%","95.8","3.77","","3.87","3.86","0.1","15761"
"Kyle Barraclough","LAA","0","0","0","3","0","4.0","6.75","2.25","0.00",".250","100.0%","33.3%","0.0%","93.2","0.00","","2.35","4.05","0.1","13713"
"Ryan Castellani","OAK","0","0","0","3","0","2.2","3.38","0.00","0.00",".200","50.0%","60.0%","0.0%","93.3","0.00","","2.35","3.37","0.1","16377"
"Wandy Peralta","NYY","1","0","0","10","0","11.0","4.91","4.09","0.00",".242","84.6%","50.0%","0.0%","94.9","1.64","","3.38","4.73","0.1","14295"
"Daniel Norris","CHC","0","2","0","9","1","10.2","12.66","3.38","1.69",".200","41.7%","36.4%","22.2%","91.6","5.91","","3.85","2.56","0.1","13475"
"Mike Baumann","BAL","1","2","0","5","0","7.1","7.36","7.36","0.00",".333","57.1%","35.0%","0.0%","96.6","6.14","","4.33","6.00","0.1","20206"
"Justin Bruihl","LAD","0","1","0","8","0","8.0","6.75","1.13","1.13",".190","53.6%","28.6%","11.1%","","3.38","","3.98","3.88","0.1","23779"
"Taijuan Walker","NYM","1","0","0","4","4","18.0","4.00","2.50","1.00",".218","74.1%","54.4%","11.8%","94.3","3.00","","4.49","4.33","0.1","11836"
"Adonis Medina","NYM","1","0","0","2","0","3.2","9.82","0.00","0.00",".143","100.0%","71.4%","0.0%","94.4","0.00","","1.74","2.48","0.0","19903"
"Ron Marinaccio","NYY","0","0","0","4","0","4.0","13.50","4.50","0.00",".500","44.4%","50.0%","0.0%","94.2","11.25","","2.35","3.71","0.0","23488"
"Jake Cousins","MIL","2","1","0","8","0","8.0","14.63","5.63","1.13",".389","79.4%","52.6%","14.3%","","4.50","","3.73","3.29","0.0","21620"
"Louis Head","MIA","0","0","1","11","0","10.0","6.30","4.50","0.00",".267","85.7%","40.0%","0.0%","93.3","1.80","","3.50","4.86","0.0","13259"
"Jordan Hicks","STL","1","3","0","7","5","21.2","8.72","4.98","0.83",".216","71.4%","58.5%","14.3%","98.0","4.15","","4.44","4.12","0.0","19618"
"Daniel Castano","MIA","0","0","0","2","0","2.0","9.00","0.00","0.00",".500","100.0%","50.0%","0.0%","92.9","0.00","","1.10","1.78","0.0","19805"
"Sonny Gray","MIN","0","1","0","4","4","14.2","12.27","5.52","1.84",".258","88.6%","50.0%","21.4%","91.6","3.68","","4.88","3.51","0.0","12768"
"Hunter Harvey","WSN","0","0","0","4","0","2.2","10.13","3.38","0.00",".200","100.0%","60.0%","0.0%","97.0","0.00","","1.98","3.00","0.0","15507"
"Phillips Valdez","BOS","0","1","0","8","0","10.1","9.58","3.48","0.00",".240","53.3%","52.0%","0.0%","","6.10","","3.59","4.51","0.0","15605"
"Collin Snider","KCR","2","1","0","15","0","13.1","8.10","4.05","0.68",".303","70.5%","55.9%","14.3%","94.2","4.05","","3.63","3.37","0.0","23307"
