Name,Team,POS,ADP,IP,mW,mERA,mWHIP,mSO,mSVHLD,PTS,aPOS,Dollars,PlayerId
"Luis Castillo","SEA","SP",58.70000076293945,70.2,0.747569792423015,1.1752178844699874,1.6651759722930413,2.78673794409487,-1.4253234433751,4.949378149905821,6.227606354274376,11.54995747715317,"15689"
"Tyler Wells","BAL","SP",558.4199829101562,68.1,0.747569792423015,-1.171765736818038,4.348222426999385,1.87715770447729,-1.4253234433751,4.375860743706553,6.227606354274376,10.9764400709539,"20000"
"Merrill Kelly","ARI","SP",244.11000061035156,70.2,3.36737188478777,0.3493130183564546,-0.47562888344221993,2.40774617758754,-1.4253234433751,4.22347875391445,6.227606354274376,10.824058081161798,"11156"
"Shohei Ohtani","LAA","SP",8.279999732971191,71,1.6208371565446,-1.1949832900004427,1.007146673901196,3.84791489031539,-1.4253234433751,3.855591987385647,6.227606354274376,10.456171314632995,"19755"
"Gerrit Cole","NYY","SP",15.869999885559082,79.2,3.36737188478777,0.3199771237675557,-1.8383416392342153,2.9383346506978,-1.4253234433751,3.3620185766438153,6.227606354274376,9.962597903891162,"13125"
"Jon Gray","TEX","SP",202.6699981689453,64.2,2.49410452066618,1.194775147529254,0.33090319871743407,0.436988991749441,-1.4253234433751,3.0314484152872168,6.227606354274376,9.632027742534566,"14916"
"Clayton Kershaw","LAD","SP",116.51000213623047,69.1,3.36737188478777,-1.0373744696423268,-0.832382460927007,2.9383346506978,-1.4253234433751,3.010626161541141,6.227606354274376,9.61120548878849,"2036"
"Justin Steele","CHC","SP",292.6099853515625,68,2.49410452066618,0.8795575068130236,0.03418102200835519,0.9675774648597,-1.4253234433751,2.9500970709721663,6.227606354274376,9.550676398219515,"17312"
"Logan Webb","SFG","SP",109.51000213623047,79,0.747569792423015,0.2930992804620131,0.5434290945650698,2.78673794409487,-1.4253234433751,2.9455126681698753,6.227606354274376,9.546091995417221,"17995"
"George Kirby","SEA","SP",93.79000091552734,71,1.6208371565446,-0.3690784238869097,1.007146673901196,0.9675774648597,-1.4253234433751,1.8011594280434897,6.227606354274376,8.401738755290838,"25436"
"Logan Gilbert","SEA","SP",108,71,0.747569792423015,-2.8467930222275086,2.2304637343213454,2.55934288419048,-1.4253234433751,1.2652599453322324,6.227606354274376,7.865839272579581,"22250"
"Dustin May","LAD","SP",157.7100067138672,48,0.747569792423015,0.6694467616393986,1.805133500558752,-0.851583014375473,-1.4253234433751,0.9452435968705978,6.227606354274376,7.545822924117946,"19716"
"Bryce Elder","ATL","SP",624.8800048828125,71.2,0.747569792423015,2.135514017759232,-1.9862825901081633,1.42236758466849,-1.4253234433751,0.8938453613674813,6.227606354274376,7.4944246886148305,"27779"
"Chris Bassitt","TOR","SP",165.22000122070312,74,2.49410452066618,-1.6177143545868418,-0.16069252994121982,1.49816593796996,-1.4253234433751,0.7885401307329845,6.227606354274376,7.389119457980334,"12304"
"Mitch Keller","PIT","SP",345.82000732421875,80,3.36737188478777,-2.463176483759641,-2.49637093762606,3.69631818371246,-1.4253234433751,0.6788192037394292,6.227606354274376,7.279398530986778,"17594"
"Jacob deGrom","TEX","SP",31.25,30.1,-0.998964935820153,0.32860529574420116,2.728015733627931,-0.0178011280593522,-1.4253234433751,0.6145315221175316,6.227606354274376,7.21511084936488,"10954"
"Bailey Ober","MIN","SP",338.6300048828125,46.1,-0.125697571698569,1.2400080150542807,1.1889214261506984,-0.39679289456668,-1.4253234433751,0.4811155315646354,6.227606354274376,7.081694858811985,"21224"
"Jeffrey Springs","TBR","SP/RP",149.24000549316406,16,-0.998964935820153,1.737307841754606,2.7425160225881546,-1.60956654739013,-1.4253234433751,0.44596893775738383,6.227606354274376,7.046548265004732,"17677"
"Sonny Gray","MIN","SP",209.3300018310547,67,0.747569792423015,2.396975971864378,-3.3484335130062983,1.95295605777875,-1.4253234433751,0.3237448656847513,6.227606354274376,6.924324192932101,"12768"
"Dane Dunning","TEX","SP",648.8699951171875,53.2,1.6208371565446,0.9553290204287299,-0.7900021668595509,-0.927381367676938,-0.837377523166602,0.021405119270237888,6.227606354274376,6.621984446517587,"19409"
"Drew Rasmussen","TBR","SP",153.1699981689453,44.2,0.747569792423015,0.5717124819608623,-0.03894794127762808,0.133795578543579,-1.4253234433751,-0.011193531725267287,6.227606354274376,6.589385795522082,"25385"
"Domingo German","NYY","SP",379.75,61,-0.125697571698569,-2.125943528700788,2.0455375457289153,1.04337581816117,-1.4253234433751,-0.5880511798843715,6.227606354274376,6.0125281473629775,"17149"
"Tony Gonsolin","LAD","SP",212.60000610351562,40.2,-0.125697571698569,1.273004712428317,0.8045693786005118,-1.15477642758134,-1.4253234433751,-0.6282233516261705,6.227606354274376,5.972355975621179,"19388"
"Max Scherzer","NYM","SP",42.9900016784668,47.2,1.6208371565446,-0.6769234487390696,-0.5951286149099737,0.209593931845044,-1.4253234433751,-0.8669444186344953,6.227606354274376,5.733634908612854,"3137"
"Nick Martinez","SDP","SP/RP",389.0899963378906,48.2,-0.125697571698569,0.6963251176069412,-1.7999530564708777,-0.39679289456668,0.338514317250386,-1.287604087878799,6.227606354274376,5.31297523936855,"12730"
"Bobby Miller","LAD","SP",999,17,-0.998964935820153,1.4587466758735508,1.537691581027248,-2.21595337380185,-1.4253234433751,-1.643803496096302,6.227606354274376,4.956775831151047,"27483"
"Drew Smyly","CHC","SP",430.9800109863281,65.2,1.6208371565446,-1.9744530497491666,-1.1797505079485096,0.891779111558234,-1.4253234433751,-2.0669107329699385,6.227606354274376,4.533668594277411,"11760"
"Michael Wacha","SDP","SP",373.69000244140625,62,1.6208371565446,-1.5785998284683103,-1.605921016672289,0.891779111558234,-1.4253234433751,-2.0972280204128615,6.227606354274376,4.503351306834487,"14078"
"Michael Lorenzen","DET","SP",535.3699951171875,53.1,-0.998964935820153,-0.7099201461131065,1.012540493060362,-0.320994541265214,-1.4253234433751,-2.442662573513207,6.227606354274376,4.157916753734142,"14843"
"Ben Lively","CIN","SP",999,29.2,-0.125697571698569,-0.2052992265045054,0.2953213060437973,-1.2305747808828,-1.4253234433751,-2.6915737164171727,6.227606354274376,3.9090056108301763,"14932"
"Taj Bradley","TBR","SP",556.280029296875,35,0.747569792423015,-1.0776397116448466,-1.187733930556747,0.209593931845044,-1.4253234433751,-2.7335333613086292,6.227606354274376,3.8670459659387197,"22543"
"Max Fried","ATL","SP",66.18000030517578,26,-0.998964935820153,1.0164583482278853,-0.13085043986978676,-1.53376819408866,-1.4253234433751,-3.0724486649258123,6.227606354274376,3.5281306623215363,"13743"
"Aaron Nola","PHI","SP",33.560001373291016,81.2,1.6208371565446,-5.192574404675752,-0.5780393410955799,2.40774617758754,-1.4253234433751,-3.1673538550142837,6.227606354274376,3.4332254722330653,"16149"
"John Brebbia","SFG","SP/RP",749.0599975585938,24.2,-0.998964935820153,-0.8772555623830613,-0.7146295835675307,-0.927381367676938,0.338514317250386,-3.179717132197297,6.227606354274376,3.4208621950500517,"12777"
"Eury Perez","MIA","SP",999,24,-0.125697571698569,0.7476758138764626,-0.7794942077983474,-1.60956654739013,-1.4253234433751,-3.1924059563856773,6.227606354274376,3.408173370861672,"27768"
"Alex Cobb","SFG","SP",217.63999938964844,69.2,1.6208371565446,0.6278741842375098,-5.693219009087097,1.42236758466849,-1.4253234433751,-3.4474635270115916,6.227606354274376,3.1531158002357573,"6562"
"Lucas Giolito","CHW","SP",140.8000030517578,74.1,1.6208371565446,-2.8431327321043702,-3.1865534874710866,2.33194782428608,-1.4253234433751,-3.5022246821198735,6.227606354274376,3.098354645127475,"15474"
"Kutter Crawford","BOS","SP/RP",583.6699829101562,33.2,-1.87223229994174,-0.9065914569719602,0.980950311690846,-0.927381367676938,-0.837377523166602,-3.5626323360663905,6.227606354274376,3.0379469911809585,"20531"
"Yu Darvish","SDP","SP",72.61000061035156,63.2,0.747569792423015,-3.482092370608889,-1.2167345084771934,1.72556099787436,-1.4253234433751,-3.651019532163809,6.227606354274376,2.9495597950835406,"13074"
"Jesus Luzardo","MIA","SP",143.3800048828125,73.2,1.6208371565446,-2.9640850776273107,-4.395931473229975,3.08993135730074,-1.4253234433751,-4.074571480387048,6.227606354274376,2.5260078468603013,"19959"
"Chase Anderson","COL","SP",999,26.2,-2.74549966406332,1.4562891372521938,0.8515019796761429,-2.51914678700771,-1.13135048327085,-4.088205817413547,6.227606354274376,2.512373509833802,"6895"
"Bryce Miller","SEA","SP",999,38.1,-0.125697571698569,-2.7257891537487735,1.0409804752767522,-0.927381367676938,-1.4253234433751,-4.163211061222625,6.227606354274376,2.4373682660247247,"29837"
"Julio Teheran","MIL","SP",748.4400024414062,17.1,-1.87223229994174,1.0592334208005552,0.6526360978275448,-2.67074349361065,-1.4253234433751,-4.256429718299377,6.227606354274376,2.3441496089479714,"6797"
"Corbin Burnes","MIL","SP",16.280000686645508,69.2,0.747569792423015,-2.675745280216622,-2.634926358036724,1.57396429127142,-1.4253234433751,-4.414460997934002,6.227606354274376,2.186118329313347,"19361"
"Chris Sale","BOS","SP",131.55999755859375,59,1.6208371565446,-4.459488228336042,-2.2730574034600948,1.95295605777875,-1.4253234433751,-4.584075860847882,6.227606354274376,2.0165034663994668,"10603"
"Jose Berrios","TOR","SP",241.14999389648438,71.1,1.6208371565446,-2.4204016675179703,-4.1595191393639315,1.72556099787436,-1.4253234433751,-4.658846095838042,6.227606354274376,1.9417332314093065,"14168"
"Julio Urias","LAD","SP",58.310001373291016,55.1,1.6208371565446,-3.744757076215816,-1.7029376551664857,0.588585698352372,-1.4253234433751,-4.663595319860425,6.227606354274376,1.9369840073869231,"14765"
"Tanner Bibee","CLE","SP",999,39.1,-1.87223229994174,-0.5266357212892306,-0.7755024964942288,-0.39679289456668,-1.4253234433751,-4.996486855666972,6.227606354274376,1.6040924715803768,"30134"
"Tyler Mahle","MIN","SP",241.05999755859375,25.2,-1.87223229994174,-0.32991186215058355,-0.08447843449821309,-1.30637313418427,-1.4253234433751,-5.018319174149895,6.227606354274376,1.5822601530974534,"16358"
"Anthony DeSclafani","SFG","SP",438.510009765625,70.1,0.747569792423015,-3.380697800807215,-1.4255483722778386,0.436988991749441,-1.4253234433751,-5.047010832287693,6.227606354274376,1.5535684949596558,"13050"
"Logan Allen","CLE","SP",999,45.2,-0.125697571698569,0.29315131607980716,-3.99623576878387,0.133795578543579,-1.4253234433751,-5.120309889234148,6.227606354274376,1.4802694380132007,"27589"
"Aaron Civale","CLE","SP",309.2099914550781,17.2,-1.87223229994174,0.6597201657275595,-0.2324193853721592,-2.51914678700771,-1.4253234433751,-5.389401749969146,6.227606354274376,1.2111775772782025,"19479"
"James Paxton","BOS","SP",481.30999755859375,26,-0.998964935820153,-1.048303817055947,-1.354167500289936,-0.699986307772542,-1.4253234433751,-5.526746004313674,6.227606354274376,1.073833322933675,"11828"
"Wade Miley","MIL","SP",540.280029296875,41.2,-0.125697571698569,-1.4832710517933367,-1.011913593170469,-1.60956654739013,-1.4253234433751,-5.655772207427599,6.227606354274376,0.9448071198197501,"8779"
"Zack Wheeler","PHI","SP",54.79999923706055,68.2,0.747569792423015,-4.461946279619398,-3.265077507106042,2.55934288419048,-1.4253234433751,-5.845434553487044,6.227606354274376,0.7551447737603049,"10310"
"Vince Velasquez","PIT","SP/RP",703,37.1,0.747569792423015,-1.6213231217541857,-2.953292589947978,-0.624187954471076,-1.4253234433751,-5.876557317125321,6.227606354274376,0.724022010122028,"11189"
"Mason Miller","OAK","SP",999,21.1,-2.74549966406332,-0.46796367578043263,0.4207773081594807,-1.76116325399306,-1.4253234433751,-5.979172729052428,6.227606354274376,0.6214065981949207,"31757"
"Andrew Heaney","TEX","SP",220.08999633789062,58,0.747569792423015,-2.942069763284687,-3.5148670827394874,1.11917417146263,-1.4253234433751,-6.015516325513624,6.227606354274376,0.5850630017337244,"15423"
"Pablo Lopez","MIN","SP",163.97999572753906,71.1,-0.125697571698569,-5.311068698915335,-2.3245435487337076,3.08993135730074,-1.4253234433751,-6.096701905421972,6.227606354274376,0.5038774218253765,"17085"
"Michael Kopech","CHW","SP",281.8500061035156,68.2,-0.125697571698569,-4.461946279619398,-2.653418976895967,2.55934288419048,-1.4253234433751,-6.107043387398553,6.227606354274376,0.4935359398487954,"17282"
"J.P. France","HOU","SP",999,34,-1.87223229994174,-0.7990785457637907,-0.9003972843109526,-1.2305747808828,-1.4253234433751,-6.227606354274376,6.227606354274376,0.372972972972973,"21212"
"Carlos Hernandez","KCR","SP/RP",749.8300170898438,30.1,-2.74549966406332,-2.149109302596398,-0.6361061825274795,-0.320994541265214,-0.543404563062355,-6.395114253514766,6.227606354274376,0.20546507373258246,"22713"
"Justin Verlander","NYM","SP",39.18000030517578,36,-0.998964935820153,-2.182105743639435,-0.8634120465924666,-1.15477642758134,-1.4253234433751,-6.624582597008485,6.227606354274376,-0.02400326976113576,"8700"
"German Marquez","COL","SP",448.9200134277344,20,-0.998964935820153,-1.8546514201102142,-0.2418061530252458,-2.14015502050039,-1.4253234433751,-6.660900972831095,6.227606354274376,-0.06032164558374631,"15038"
"Kodai Senga","NYM","SP",180.47000122070312,57.2,1.6208371565446,-2.223677808379323,-6.832616993523323,2.10455276438168,-1.4253234433751,-6.7562283243514605,6.227606354274376,-0.15564899710411112,"31838"
"Alex Faedo","DET","SP",750.3099975585938,26,-1.87223229994174,-3.11306598233978,1.0924666205503624,-1.4579698407872,-1.4253234433751,-6.776124945893446,6.227606354274376,-0.17554561864609758,"19874"
"Luis Garcia","HOU","SP",154.83999633789062,27,-0.998964935820153,-1.326864982937003,-1.9473334116407663,-1.07897807427987,-1.4253234433751,-6.777464848052888,6.227606354274376,-0.17688552080553938,"23735"
"Kyle Gibson","BAL","SP",443.5400085449219,76.2,3.36737188478777,-3.3868161422137093,-6.175429207282467,0.664384051653838,-1.4253234433751,-6.955812856429668,6.227606354274376,-0.35523352918231893,"10123"
"Louie Varland","MIN","SP",744.6500244140625,47,-0.125697571698569,-3.1815164030472114,-2.1891395646659757,-0.0935994813608177,-1.4253234433751,-7.015276464147669,6.227606354274376,-0.41469713690032045,"27691"
"Griffin Canning","LAA","SP",614.6900024414062,48.1,0.747569792423015,-3.446638647275494,-2.7498737824963007,-0.169397834662283,-1.4253234433751,-7.043663915386159,6.227606354274376,-0.44308458813881074,"19867"
"Trevor Rogers","MIA","SP",232.5399932861328,18,-1.87223229994174,-0.8845766552913371,-0.8904499209538075,-1.98855831389746,-1.4253234433751,-7.061140633459433,6.227606354274376,-0.46056130621208485,"22286"
"Charlie Morton","ATL","SP",158.24000549316406,64.2,1.6208371565446,-2.108844316924878,-7.620657694013537,2.02875441108022,-1.4253234433751,-7.5052338866886945,6.227606354274376,-0.9046545594413462,"4676"
"JP Sears","OAK","SP/RP",585.97998046875,64.1,-2.74549966406332,-3.7740929708047144,-0.924845555223222,1.11917417146263,-1.4253234433751,-7.750587462003722,6.227606354274376,-1.1500081347563724,"23429"
"Josiah Gray","WSN","SP",368.8800048828125,67,0.747569792423015,-0.49369105953298714,-7.324213959371783,0.740182404955303,-1.4253234433751,-7.755476264901549,6.227606354274376,-1.1548969376542007,"24580"
"Hunter Greene","CIN","SP",106.02999877929688,62,-1.87223229994174,-2.81745712763861,-4.970042932827701,3.24152806390367,-1.4253234433751,-7.843527739879477,6.227606354274376,-1.2429484126321286,"22182"
"Drey Jameson","ARI","SP",402.6199951171875,24,-0.998964935820153,-0.49118148529383676,-3.837786858848721,-1.68536490069159,-0.837377523166602,-7.850675703820905,6.227606354274376,-1.2500963765735564,"26260"
"Yusei Kikuchi","TOR","SP/RP",443.4700012207031,61.1,2.49410452066618,-4.177266772331849,-5.873591653481549,1.11917417146263,-1.4253234433751,-7.862903177059678,6.227606354274376,-1.2623238498123297,"20633"
"Shane Bieber","CLE","SP",53.849998474121094,80.2,0.747569792423015,-2.4362986404540985,-5.48980020163542,0.740182404955303,-1.4253234433751,-7.863670088086297,6.227606354274376,-1.263090760838948,"19427"
"Joe Musgrove","SDP","SP",98.4800033569336,41.1,-0.125697571698569,-2.7355677852784073,-3.4909806447210783,-0.245196187963749,-1.4253234433751,-8.022765633036899,6.227606354274376,-1.4221863057895494,"12970"
"MacKenzie Gore","WSN","SP",364.2699890136719,64,-0.125697571698569,-2.1357221602304204,-7.073862550844475,2.63514123749194,-1.4253234433751,-8.12546448865662,6.227606354274376,-1.5248851614092707,"22201"
"Kyle Freeland","COL","SP",616.530029296875,71,0.747569792423015,-3.6726978883410424,-3.886121567779401,-0.0935994813608177,-1.4253234433751,-8.330172588433339,6.227606354274376,-1.7295932611859912,"16256"
"Kris Bubic","KCR","SP",722.0900268554688,16,-2.74549966406332,-0.740406756585993,-1.233264423777331,-2.21595337380185,-1.4253234433751,-8.360447661603592,6.227606354274376,-1.7598683343562433,"21455"
"Adrian Houser","MIL","SP",716.2899780273438,31.1,-0.998964935820153,-0.775860736250387,-3.675906214718609,-1.98855831389746,-1.4253234433751,-8.8646136440617,6.227606354274376,-2.2640343168143526,"12718"
"Miles Mikolas","STL","SP",229.2100067138672,74.2,0.747569792423015,-2.829693810451598,-6.518243710105995,1.11917417146263,-1.4253234433751,-8.906517000047044,6.227606354274376,-2.305937672799695,"9803"
"Brayan Bello","BOS","SP",390.6499938964844,45.1,-0.125697571698569,-2.1980027165755622,-5.25198575991433,0.0579972252421134,-1.4253234433751,-8.943012266321444,6.227606354274376,-2.342432939074095,"23920"
"Joey Lucchesi","NYM","SP",748.489990234375,22.1,-1.87223229994174,-1.5724297077750213,-2.0073641938215747,-2.14015502050039,-1.4253234433751,-9.017504665413815,6.227606354274376,-2.416925338166466,"19320"
"Edward Cabrera","MIA","SP",218.6999969482422,58,0.747569792423015,-4.180927062454987,-6.573159733789861,2.33194782428608,-1.4253234433751,-9.09989262291085,6.227606354274376,-2.4993132956635007,"21690"
"Nestor Cortes","NYY","SP",120.37000274658203,59.1,1.6208371565446,-6.097859038910338,-4.381430565674849,1.04337581816117,-1.4253234433751,-9.240400073254518,6.227606354274376,-2.6398207460071683,"17874"
"Luis Severino","NYY","SP",120.55000305175781,15.1,-2.74549966406332,-1.6872637118914662,-0.9134954654161287,-2.51914678700771,-1.4253234433751,-9.290729071753725,6.227606354274376,-2.6901497445063765,"15890"
"Brandon Williamson","CIN","SP",999,21,-2.74549966406332,-1.3073077198777365,-1.7524598596911891,-2.06435666719892,-1.4253234433751,-9.294947354206263,6.227606354274376,-2.6943680269589145,"25463"
"Tommy Henry","ARI","SP",999,45.1,-0.125697571698569,-3.0239075826890955,-3.4170101692841066,-1.38217148748573,-1.4253234433751,-9.3741102545326,6.227606354274376,-2.7735309272852495,"26285"
"Colin Rea","MIL","SP",999,47.1,-0.125697571698569,-4.406934780564739,-3.074195666460581,-0.39679289456668,-1.4253234433751,-9.428944356665664,6.227606354274376,-2.828365029418314,"12317"
"Garrett Whitlock","BOS","SP/RP",298.6499938964844,25.2,-0.998964935820153,-3.2205788935479496,-1.9194540251284369,-1.91275996059599,-1.4253234433751,-9.477081258467624,6.227606354274376,-2.8765019312202766,"20191"
"Rich Hill","PIT","SP",602.6099853515625,65.1,1.6208371565446,-4.465606569742538,-6.411279708254652,1.1949725247641,-1.4253234433751,-9.48640004006359,6.227606354274376,-2.8858207128162414,"4806"
"Freddy Peralta","MIL","SP",144.02000427246094,65.1,1.6208371565446,-4.878559002799305,-6.7171089733596885,1.87715770447729,-1.4253234433751,-9.522996558512205,6.227606354274376,-2.9224172312648546,"18679"
"Hayden Wesneski","CHC","SP",285.29998779296875,47.2,-0.998964935820153,-3.9805429131932017,-2.4301042055401973,-0.699986307772542,-1.4253234433751,-9.53492180570119,6.227606354274376,-2.9343424784538414,"27581"
"Zack Greinke","KCR","SP",561.489990234375,66.2,-1.87223229994174,-5.143681247027588,-1.4670871541943038,0.361190638447975,-1.4253234433751,-9.547133506090747,6.227606354274376,-2.946554178843399,"1943"
"Tyler Alexander","DET","SP/RP",750.9000244140625,27,-1.87223229994174,-3.804579581277602,-1.335674881430692,-1.4579698407872,-1.13135048327085,-9.601807086708078,6.227606354274376,-3.0012277594607286,"17735"
"Kyle Bradish","BAL","SP",317.6300048828125,48,-0.998964935820153,-2.634172702814733,-4.311451801541994,-0.320994541265214,-1.4253234433751,-9.690907424817192,6.227606354274376,-3.090328097569842,"24586"
"Dean Kremer","BAL","SP",492.94000244140625,65,2.49410452066618,-4.479045491395309,-7.055369931985234,0.664384051653838,-1.4253234433751,-9.801250294435617,6.227606354274376,-3.200670967188268,"19350"
"Martin Perez","TEX","SP",318.1700134277344,68,2.49410452066618,-3.2499668237546415,-7.917379870722616,0.28539228514651,-1.4253234433751,-9.813173332039659,6.227606354274376,-3.2125940047923107,"6902"
"Mike Clevinger","CHW","SP",383.7300109863281,52.1,-0.125697571698569,-2.9090735785726505,-5.428366693004666,0.0579972252421134,-1.4253234433751,-9.830464061408867,6.227606354274376,-3.229884734161517,"12808"
"Braxton Garrett","MIA","SP",429.54998779296875,58.1,-0.998964935820153,-4.167488140802216,-4.399923184534092,1.11917417146263,-1.4253234433751,-9.872525533068927,6.227606354274376,-3.2719462058215787,"21844"
"Hunter Gaddis","CLE","SP",723.4199829101562,31.1,-1.87223229994174,-3.253575334590986,-1.5351013589833484,-1.83696160729452,-1.4253234433751,-9.923194044185692,6.227606354274376,-3.322614716938343,"25636"
"Jared Shuster","ATL","SP",456.8999938964844,30.2,-0.998964935820153,-2.96157499072616,-2.744478726147333,-1.83696160729452,-1.4253234433751,-9.967303703363266,6.227606354274376,-3.3667243761159167,"27472"
"Kyle Hendricks","CHC","SP",604.969970703125,15.1,-2.74549966406332,-1.2743112788346995,-2.1368125258362776,-2.51914678700771,-1.4253234433751,-10.101093699117108,6.227606354274376,-3.5005143718697598,"12049"
"Jalen Beeks","TBR","SP/RP",726.760009765625,30.1,-0.998964935820153,-4.21387146788023,-3.3885695684728154,-1.07897807427987,-0.543404563062355,-10.223788609515424,6.227606354274376,-3.6232092822680744,"17192"
"Matthew Liberatore","STL","SP",593.7000122070312,15,-1.87223229994174,-2.113655322932004,-2.475074103056723,-2.59494514030918,-1.4253234433751,-10.48123030961474,6.227606354274376,-3.8806509823673903,"22294"
"Chase Silseth","LAA","SP",658.5999755859375,18.2,-1.87223229994174,-2.0965555984940947,-3.272219417563288,-2.29175172710332,-1.13135048327085,-10.664109526373286,6.227606354274376,-4.063530199125936,"30074"
"Blake Snell","SDP","SP",107.29000091552734,62,-0.998964935820153,-3.230409560695376,-7.110847788562962,1.80135935117582,-1.4253234433751,-10.964186377277766,6.227606354274376,-4.363607050030418,"13543"
"Dylan Cease","CHW","SP",48.099998474121094,68,-0.125697571698569,-5.314728989038474,-6.388233545197429,2.18035111768315,-1.4253234433751,-11.073632431626418,6.227606354274376,-4.47305310437907,"18525"
"Trevor Williams","WSN","SP/RP",616.219970703125,60.2,-0.998964935820153,-3.4723137390792567,-5.247992811420407,0.0579972252421134,-1.4253234433751,-11.086597704452801,6.227606354274376,-4.486018377205451,"16977"
"Ryan Yarbrough","KCR","SP/RP",671.530029296875,26.1,-1.87223229994174,-3.925531670469542,-1.9333937183846017,-2.36755008040478,-1.13135048327085,-11.230058252471512,6.227606354274376,-4.629478925224163,"16502"
"Jose Urquidy","HOU","SP",270.3299865722656,27.2,-0.998964935820153,-2.9517963591965266,-4.329102908250249,-1.68536490069159,-1.4253234433751,-11.390552547333618,6.227606354274376,-4.789973220086269,"18413"
"Patrick Sandoval","LAA","SP",202.72999572753906,58.2,-0.125697571698569,-3.3281438403739125,-6.202465844454006,-0.39679289456668,-1.4253234433751,-11.478423594468262,6.227606354274376,-4.877844267220914,"19447"
"Luis Ortiz","PIT","SP",487.3399963378906,22.2,-1.87223229994174,-1.5589905297912496,-4.421566002546465,-2.29175172710332,-1.4253234433751,-11.569864002757866,6.227606354274376,-4.969284675510517,"27646"
"Taijuan Walker","PHI","SP",318.1300048828125,64.1,1.6208371565446,-6.251807569145313,-6.123943062008856,0.588585698352372,-1.4253234433751,-11.591651219632295,6.227606354274376,-4.991071892384947,"11836"
"Ranger Suarez","PHI","SP",354.7099914550781,24.2,-1.87223229994174,-2.9420177276668937,-3.772922234617904,-1.91275996059599,-1.4253234433751,-11.92525566619762,6.227606354274376,-5.324676338950272,"17277"
"Zach Davies","ARI","SP",706.7000122070312,18.1,-2.74549966406332,-2.109994776477866,-3.3046517296786972,-2.36755008040478,-1.4253234433751,-11.953019693999764,6.227606354274376,-5.352440366752415,"13183"
"Jordan Montgomery","STL","SP",167.72999572753906,66,-0.998964935820153,-3.9317017911628303,-6.731048048020952,1.11917417146263,-1.4253234433751,-11.967864046916402,6.227606354274376,-5.367284719669052,"16511"
"Alex Wood","SFG","SP",344.0299987792969,30,-1.87223229994174,-2.5755009136369353,-4.95014820611341,-1.15477642758134,-1.4253234433751,-11.977981290648513,6.227606354274376,-5.377401963401165,"13781"
"Sandy Alcantara","MIA","SP",29.709999084472656,76.1,-0.998964935820153,-7.5297793944341445,-3.761226779962674,1.64976264457289,-1.4253234433751,-12.06553190901918,6.227606354274376,-5.464952581771831,"18684"
"Peyton Battenfield","CLE","SP",999,34.2,-2.74549966406332,-3.6628672211936144,-2.976337515815396,-1.38217148748573,-1.4253234433751,-12.192199331933159,6.227606354274376,-5.591620004685809,"25777"
"Eric Lauer","MIL","SP",291.3399963378906,42.2,0.747569792423015,-5.065451682128524,-6.192518481096861,-0.320994541265214,-1.4253234433751,-12.25671835544268,6.227606354274376,-5.656139028195332,"19316"
