"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"David Bote","CHC","20","55","1","9","3","1","5.5%","45.5%",".120",".500",".260",".327",".380",".315",".276","101","0.3","0.4","-1.3","0.1","14593"
"Miguel Vargas","LAD","1","4","0","0","2","1","0.0%","0.0%",".250",".500",".500",".500",".750",".536","","255","0.2","0.9","-0.1","0.1","20178"
"Michael Chavis","PIT","88","287","10","25","33","1","4.5%","28.9%",".167",".313",".245",".282",".413",".299",".270","92","-0.2","-3.0","-5.9","0.1","17321"
"Ezequiel Duran","TEX","30","116","2","14","14","3","6.0%","25.9%",".128",".299",".229",".276",".358",".278",".219","80","0.9","-1.7","-1.1","0.1","23733"
"Edwin Rios","LAD","27","92","7","12","17","0","5.4%","39.1%",".256",".326",".244",".293",".500",".337",".312","120","-0.8","1.4","-3.6","0.1","18316"
"Enrique Hernandez","BOS","51","238","4","27","24","0","7.6%","16.0%",".130",".233",".209",".273",".340",".270",".294","69","-0.3","-8.6","1.9","0.1","10472"
"Yuli Gurriel","HOU","96","376","7","37","29","8","5.3%","12.8%",".149",".267",".246",".295",".394",".301",".276","98","0.2","-0.6","-10.4","0.1","19198"
"Jeimer Candelario","DET","84","313","10","33","32","0","6.1%","24.3%",".156",".243",".205",".268",".361",".278",".300","79","-0.9","-8.5","-0.6","0.1","13621"
"Mike Zunino","TBR","36","123","5","7","16","0","4.9%","37.4%",".157",".185",".148",".195",".304",".219",".252","43","0.0","-7.9","4.9","0.1","13265"
"Zack Short","DET","2","4","0","2","0","1","25.0%","50.0%",".000",".000",".000",".250",".000",".172",".347","4","0.7","0.3","0.4","0.1","19562"
"Buddy Kennedy","ARI","29","90","1","9","12","0","7.8%","23.3%",".113",".283",".225",".289",".338",".276",".255","73","0.4","-2.4","0.1","0.1","22505"
"Hunter Dozier","KCR","88","354","10","37","35","2","7.6%","22.6%",".173",".303",".251",".314",".424",".322",".320","108","-6.6","-3.5","-6.9","0.1","15117"
"Michael Massey","KCR","4","11","0","0","0","0","0.0%","9.1%",".000",".500",".455",".455",".455",".402",".340","164","-0.1","0.7","-0.3","0.1","27684"
"Miguel Andujar","NYY","14","52","0","7","4","3","3.8%","15.4%",".041",".286",".245",".269",".286",".245",".301","57","1.6","-1.0","0.1","0.1","15878"
"Pedro Severino","MIL","8","21","0","0","1","0","14.3%","33.3%",".111",".364",".222",".333",".333",".303",".228","92","0.1","-0.1","0.1","0.1","14523"
"Luke Raley","TBR","17","54","1","7","4","0","9.3%","27.8%",".111",".267",".200",".315",".311",".287",".292","91","0.1","-0.4","-0.6","0.1","19354"
"Sam Huff","TEX","30","82","1","5","5","1","6.1%","32.9%",".065",".388",".260",".305",".325",".276",".268","79","0.3","-1.7","-0.3","0.1","22209"
"Yadier Molina","STL","41","142","2","10","10","1","1.4%","16.9%",".079",".237",".207",".218",".286",".220",".242","42","-2.5","-12.2","8.0","0.1","7007"
"Dustin Garneau","DET","8","11","0","1","1","0","9.1%","36.4%",".100",".500",".300",".364",".400",".338",".334","121","0.0","0.2","0.1","0.1","9433"
"Liover Peguero","PIT","1","4","0","0","0","0","25.0%","50.0%",".000","1.000",".333",".500",".333",".393",".297","156","0.0","0.3","0.2","0.1","24273"
"Matt Batten","SDP","13","20","0","0","1","0","10.0%","25.0%",".059",".167",".118",".250",".176",".212",".293","36","0.0","-1.5","1.4","0.1","20157"
"Adalberto Mondesi","KCR","15","54","0","3","3","5","7.4%","37.0%",".000",".233",".140",".204",".140",".166",".211","-2","1.0","-5.3","4.2","0.1","13769"
"Dairon Blanco","KCR","5","7","0","1","2","1","0.0%","57.1%",".000",".667",".286",".286",".286",".253",".056","59","0.0","-0.3","0.7","0.1","19779"
"Jerar Encarnacion","MIA","2","8","1","2","4","1","0.0%","12.5%",".375",".000",".125",".125",".500",".258",".354","68","0.1","-0.2","0.5","0.1","21871"
"Sandy Leon","- - -","10","24","0","0","2","0","25.0%","16.7%",".056",".286",".222",".417",".278",".335",".359","119","-0.2","0.3","-0.5","0.1","5273"
"Geraldo Perdomo","ARI","95","327","4","38","24","3","11.0%","21.7%",".081",".252",".200",".294",".281",".265",".285","66","2.0","-11.3","0.6","0.1","22799"
"Wil Myers","SDP","35","147","1","14","21","0","6.8%","27.9%",".067",".316",".231",".279",".299",".254",".256","64","1.9","-4.3","-0.2","0.0","10047"
"Rob Brantly","NYY","1","3","0","0","0","0","0.0%","0.0%",".333",".333",".333",".333",".667",".420",".333","180","0.0","0.3","0.1","0.0","10655"
"Jake Hager","ARI","28","59","0","4","3","0","13.6%","28.8%",".040",".364",".240",".345",".280",".291",".247","84","0.5","-0.6","-1.0","0.0","12198"
"Evan Phillips","LAD","42","1","0","0","0","0","100.0%","0.0%",".000",".000",".000","1.000",".000",".690",".690","359","0.0","0.3","0.1","0.0","17734"
"Lane Thomas","WSN","91","311","10","35","35","2","6.8%","24.1%",".164",".279",".234",".286",".399",".298",".277","88","-0.3","-4.5","-5.7","0.0","16939"
"Cam Gallagher","KCR","18","47","0","1","5","0","6.4%","27.7%",".119",".310",".214",".267",".333",".265",".220","68","0.2","-1.6","0.5","0.0","12981"
"Colin Moran","CIN","37","117","4","8","22","0","12.0%","23.1%",".150",".236",".210",".299",".360",".291",".315","81","-0.5","-3.2","-0.4","0.0","16909"
"Tyler Freeman","CLE","1","4","0","0","0","0","25.0%","0.0%",".000",".333",".333",".500",".333",".393","","160","0.0","0.3","0.0","0.0","22532"
"Richie Martin","BAL","13","33","0","4","3","3","9.1%","30.3%",".133",".250",".167",".242",".300",".240",".241","50","-0.5","-2.4","1.7","0.0","17736"
"Mark Kolozsvary","CIN","10","21","1","3","3","0","4.8%","42.9%",".250",".300",".200",".238",".450",".293",".236","82","-0.2","-0.7","0.3","0.0","21304"
"Nick Solak","TEX","33","88","3","12","4","3","6.8%","20.5%",".130",".232",".208",".299",".338",".288",".331","87","0.4","-0.9","-1.6","0.0","19294"
"Jesus Aguilar","MIA","96","397","13","34","44","1","5.8%","22.7%",".152",".284",".243",".290",".395",".297",".304","94","-2.3","-5.1","-8.2","0.0","11342"
"Pavin Smith","ARI","65","241","9","20","31","1","10.4%","26.1%",".155",".245",".207",".290",".362",".288",".307","81","0.6","-4.7","-3.3","0.0","19892"
"David Fletcher","LAA","19","59","1","5","5","0","5.1%","5.1%",".164",".196",".200",".241",".364",".262",".286","67","0.0","-2.2","0.6","0.0","17992"
"Zack Collins","TOR","26","79","4","7","10","0","7.6%","39.2%",".222",".270",".194",".266",".417",".297",".266","89","0.2","-0.8","-1.5","0.0","19181"
"Grayson Greiner","ARI","2","8","0","0","0","0","25.0%","37.5%",".000",".333",".167",".375",".167",".283",".227","78","0.0","-0.2","0.2","0.0","17062"
"Elehuris Montero","COL","13","42","0","3","0","0","2.4%","40.5%",".100",".348",".200",".238",".300",".238",".292","36","0.0","-3.2","1.9","0.0","20543"
"Vinny Capra","TOR","8","7","0","2","0","0","28.6%","14.3%",".000",".250",".200",".429",".200",".323",".380","107","-0.1","-0.1","0.0","0.0","25040"
"Jose Godoy","MIN","2","5","0","2","0","0","40.0%","40.0%",".000",".000",".000",".400",".000",".276",".297","77","0.1","0.0","0.0","0.0","15808"
"Khalil Lee","NYM","2","2","1","1","3","0","0.0%","0.0%","1.500",".000",".500",".500","2.000","1.033",".911","595","0.0","1.2","-1.1","0.0","19952"
"JT Riddle","CIN","2","4","0","0","0","0","0.0%","25.0%",".000",".333",".250",".250",".250",".221",".146","33","0.1","-0.2","0.2","0.0","17642"
"Aramis Garcia","CIN","46","113","1","6","4","0","2.7%","30.1%",".047",".310",".217",".252",".264",".232",".247","40","-2.2","-10.1","6.4","0.0","16925"
"J.J. Bleday","MIA","12","44","1","4","1","1","4.5%","34.1%",".143",".308",".214",".250",".357",".265",".261","72","0.8","-0.7","-0.7","0.0","26368"
"Dixon Machado","SFG","4","14","0","1","0","0","7.1%","35.7%",".000",".286",".167",".286",".167",".227",".315","45","0.0","-0.9","0.5","0.0","11472"
"Yan Gomes","CHC","56","187","5","15","14","0","1.6%","15.0%",".122",".242",".227",".246",".348",".258",".292","62","-1.8","-10.2","3.8","0.0","9627"
"Maikel Garcia","KCR","7","20","0","1","2","0","0.0%","25.0%",".050",".467",".350",".350",".400",".328",".240","112","0.0","0.3","-0.8","0.0","22715"
"Elier Hernandez","TEX","10","29","0","3","3","0","3.4%","37.9%",".074",".353",".222",".241",".296",".233",".208","48","-0.2","-1.9","1.1","0.0","13750"
"Alejo Lopez","CIN","30","69","0","6","1","2","8.7%","14.5%",".033",".294",".246",".333",".279",".284",".310","76","0.0","-2.0","-0.4","0.0","21127"
"Otto Lopez","TOR","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","19608"
"Canaan Smith-Njigba","PIT","3","7","0","1","0","0","14.3%","0.0%",".200",".200",".200",".429",".400",".382",".401","148","-0.2","0.2","-0.4","0.0","23264"
"Marcus Wilson","SEA","3","6","0","1","0","0","16.7%","66.7%",".000","1.000",".200",".333",".200",".262",".265","73","0.1","-0.1","-0.1","0.0","17910"
"Bryson Stott","PHI","75","267","7","32","32","4","8.2%","17.2%",".118",".214",".196",".262",".314",".258",".278","62","1.0","-11.0","1.9","0.0","26294"
"Cory Spangenberg","STL","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12294"
"Scott Kingery","PHI","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","17975"
"Tommy Hunter","NYM","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1157"
"Matt Bush","- - -","41","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1246"
"Adam Ottavino","NYM","41","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1247"
"Oliver Perez","ARI","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1514"
"Sean Doolittle","WSN","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1581"
"Matt Moore","TEX","37","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1890"
"Zack Greinke","KCR","17","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1943"
"Clayton Kershaw","LAD","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2036"
"Adam Wainwright","STL","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2233"
"Corey Kluber","TBR","20","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2429"
"Lance Lynn","CHW","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2520"
"Jhoulys Chacin","COL","32","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2608"
"Ross Detwiler","CIN","19","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2859"
"Kenley Jansen","ATL","39","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3096"
"Max Scherzer","NYM","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3137"
"David Price","LAD","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3184"
"T.J. McFarland","STL","27","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3237"
"Joe Smith","MIN","34","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3281"
"Anibal Sanchez","WSN","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3284"
"Darren O'Day","ATL","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3321"
"Liam Hendriks","CHW","36","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3548"
"Mark Melancon","ARI","41","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4264"
"Justin Wilson","CIN","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4301"
"Charlie Morton","ATL","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4676"
"Rich Hill","BOS","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4806"
"Jake Diekman","- - -","46","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5003"
"Anthony Gose","CLE","22","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5097"
"Jeurys Familia","PHI","38","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5114"
"Jose Alvarez","SFG","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5358"
"Manny Banuelos","- - -","13","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5365"
"Michael Pineda","DET","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5372"
"Pedro Baez","HOU","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5420"
"Jesse Chavez","- - -","34","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5448"
"Arodys Vizcaino","KCR","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5498"
"Madison Bumgarner","ARI","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5524"
"Ryan Brasier","BOS","42","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5615"
"Tyler Clippard","WSN","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5640"
"Huascar Brazoban","MIA","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6107"
"David Phelps","TOR","44","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6316"
"Chris Archer","MIN","18","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6345"
"Jake Odorizzi","HOU","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6397"
"Trevor May","NYM","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6398"
"Jose Cisnero","DET","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6399"
"Steve Cishek","WSN","46","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6483"
"Alex Cobb","SFG","17","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6562"
"Carlos Carrasco","NYM","20","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6632"
"Craig Kimbrel","LAD","39","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6655"
"Alex Colome","COL","42","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6661"
"Johnny Cueto","CHW","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6893"
"Martin Perez","TEX","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6902"
"Luis Garcia","SDP","41","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6984"
"Ian Kennedy","ARI","38","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6986"
"Ryan Pressly","HOU","33","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7005"
"Daniel Bard","COL","38","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7115"
"Daniel Hudson","LAD","25","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7146"
"Greg Holland","TEX","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7196"
"Craig Stammen","SDP","27","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7274"
"Collin McHugh","ATL","36","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7531"
"Jake McGee","- - -","29","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7550"
"Jordan Lyles","BAL","22","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7593"
"Tommy Milone","SEA","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7608"
"Wily Peralta","DET","23","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7738"
"Richard Bleier","MIA","34","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7803"
"Hunter Strickland","CIN","42","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7836"
"Anthony Bass","MIA","46","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7982"
"Will Smith","- - -","42","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8048"
"Bryan Shaw","CLE","41","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8110"
"Paolo Espino","WSN","29","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8246"
"Lucas Luetge","NYY","35","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8337"
"Justin Verlander","HOU","19","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8700"
"Wade Miley","CHC","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8779"
"Cesar Valdez","LAA","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9013"
"Brad Hand","PHI","40","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9111"
"Nathan Eovaldi","BOS","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9132"
"Patrick Corbin","WSN","22","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9323"
"Dallas Keuchel","- - -","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9434"
"Brian Moran","LAA","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9646"
"Joe Kelly","CHW","25","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9761"
"Garrett Richards","TEX","29","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9784"
"Miles Mikolas","STL","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9803"
"Sergio Romo","- - -","23","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9817"
"Mike Minor","CIN","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10021"
"Tyler Matzek","ATL","22","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10058"
"Brooks Raley","TBR","38","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10061"
"Caleb Thielbar","MIN","41","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10078"
"Kyle Gibson","PHI","20","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10123"
"Stephen Strasburg","WSN","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10131"
"Brad Boxberger","MIL","42","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10133"
"Ryan Weber","NYY","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10160"
"Aroldis Chapman","NYY","29","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10233"
"Ryan Tepera","LAA","39","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10291"
"Zack Wheeler","PHI","20","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10310"
"Erasmo Ramirez","WSN","38","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10314"
"Juan Minaya","MIN","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10341"
"Aaron Loup","LAA","43","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10343"
"Robbie Erlin","LAD","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10354"
"Mychal Givens","- - -","41","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10430"
"Chris Sale","BOS","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10603"
"Andrew Bellatti","PHI","39","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10657"
"Tyler Thornburg","- - -","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10688"
"Drew Hutchison","DET","17","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10732"
"Shane Greene","- - -","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10756"
"Adam Kolarek","OAK","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10843"
"Chasen Shreve","NYM","25","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10855"
"Jacob deGrom","NYM","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10954"
"Casey Lawrence","TOR","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11121"
"Merrill Kelly","ARI","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11156"
"Vince Velasquez","CHW","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11189"
"Tommy Kahnle","LAD","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11384"
"Jose Quintana","PIT","20","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11423"
"Robbie Ray","SEA","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11486"
"Joely Rodriguez","NYM","35","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11487"
"Aaron Sanchez","- - -","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11490"
"Jose Urena","- - -","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11589"
"Heath Hembree","PIT","20","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11632"
"Jameson Taillon","NYY","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11674"
"Justin Grimm","OAK","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11720"
"Drew Smyly","CHC","13","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11760"
"Noah Syndergaard","LAA","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11762"
"Hansel Robles","BOS","26","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11801"
"Hector Neris","HOU","46","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11804"
