Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Taylor Walls","TBR",99,349,8,50,36,22,0.126074498,0.263610315,0.132013201,0.261083743,0.201320132,0.304597701,0.333333333,0.2869593771709793,0.278,84.51168072692793,6.331612667068839,-0.14516561428022356,-2.237610101699829,0.944476133691617,"Taylor Walls",22458,670764
"Travis d'Arnaud","ATL",74,292,11,31,39,0,0.071917808,0.229452054,0.172284644,0.257894736,0.224719101,0.287671232,0.397003745,0.2971854991700551,0.33,82.93050967827831,-1.0616310220211744,-7.237117839097424,6.709700107574463,0.9388464890809606,"Travis d'Arnaud",7739,518595
"Ezequiel Duran","TEX",122,439,14,55,46,8,0.052391799,0.273348519,0.167487685,0.357664233,0.275862068,0.324200913,0.443349753,0.33011232701810056,0.318,107.4294951824876,-3.7808826225809753,0.12710461140229867,-5.625810027122498,0.9386096345443116,"Ezequiel Duran",23733,677649
"Christian Vázquez","MIN",102,355,6,34,32,1,0.070422535,0.230985915,0.094801223,0.279166666,0.22324159,0.279661016,0.318042813,0.26424805250113814,0.265,65.48514004563873,-4.4078141446225345,-19.089089335425527,16.41505002975464,0.9357555284285322,"Christian Vazquez",9774,543877
"Austin Slater","SFG",89,207,5,24,20,2,0.096618357,0.280193236,0.12972973,0.368852459,0.27027027,0.347826086,0.4,0.33022594451904297,0.337,110.24091066871004,0.009548681788146496,2.6360445205827436,-0.3219550848007202,0.9335780228505439,"Austin Slater",16153,596103
"Nick Madrigal","CHC",92,294,2,34,28,10,0.034013605,0.081632653,0.088888889,0.282786885,0.262962962,0.311418685,0.351851851,0.29364577977302575,0.294,82.93384431549732,-1.4904712247662246,-7.7070412116171285,7.051577925682068,0.9328693678998256,"Nick Madrigal",20521,663611
"Owen Miller","MIL",90,314,5,29,27,13,0.054140127,0.194267515,0.109965636,0.310043668,0.261168384,0.30254777,0.37113402,0.2920421544736186,0.287,80.66677715472504,1.7018348388373852,-5.819617342596691,4.345619797706604,0.9191576332616177,"Owen Miller",24655,680911
"Cade Marlowe","SEA",34,100,3,14,11,4,0.12,0.33,0.181818182,0.346153846,0.238636363,0.33,0.420454545,0.3270553642511368,0.276,112.00893328203483,0.9634458082728088,2.402356179008774,3.37060010433197,0.9143396351004747,"Cade Marlowe",25505,687799
"Yan Gomes","CHC",116,419,10,44,63,1,0.050119331,0.193317422,0.141361257,0.308724832,0.267015706,0.315035799,0.408376963,0.3116873033594287,0.317,95.02769168642229,-1.7616911916993558,-4.342999424255028,-0.8818302154541016,0.9016613706309543,"Yan Gomes",9627,543228
"Edmundo Sosa","PHI",104,300,10,34,30,4,0.026666666,0.246666666,0.17562724,0.306122448,0.250896057,0.292929292,0.426523297,0.3093816856743912,0.298,91.98981054432932,0.3941609878093004,-2.583202351899907,1.397168055176735,0.9003366215991764,"Edmundo Sosa",17022,624641
"Anthony Rizzo","NYY",99,421,12,45,41,0,0.083135391,0.2304038,0.134048257,0.298113207,0.243967828,0.327790973,0.378016085,0.312384202792531,0.319,99.6203960308441,-3.6203293497674167,-3.8118176090853413,-1.5989899635314941,0.8864078450037026,"Anthony Rizzo",3473,519203
"Brenton Doyle","COL",126,431,10,48,48,22,0.051044083,0.350348027,0.140350877,0.294605809,0.203007518,0.25,0.343358395,0.25730707238767747,0.264,42.660996732418695,3.104747438803315,-27.51454870774442,21.64005994796753,0.8776260013814242,"Brenton Doyle",25479,686668
"Jose Trevino","NYY",55,168,4,15,15,0,0.047619047,0.13095238,0.101910828,0.221374045,0.210191082,0.257485029,0.31210191,0.25194396551497683,0.282,57.726001655024184,-1.4692847966216505,-9.978939116465321,12.86368989944458,0.8566657539103907,"Jose Trevino",16725,624431
"Ramón Urías","BAL",116,396,4,45,42,3,0.068181818,0.255050505,0.111111112,0.35546875,0.263888888,0.328282828,0.375,0.31043580264756176,0.281,98.50771106892856,0.6008172086440027,-0.10725478041194947,-5.075633227825165,0.8244588880308976,"Ramon Urias",18795,602104
"Tyrone Taylor","MIL",81,243,10,36,35,9,0.03292181,0.226337448,0.212121212,0.263473053,0.233766233,0.267489711,0.445887445,0.3022446688801173,0.307,87.50586984226558,1.4153275764547288,-2.3463372246387877,2.3157999515533447,0.8220206000649793,"Tyrone Taylor",13675,621438
"Drew Waters","KCR",98,337,8,40,32,16,0.080118694,0.317507418,0.149006622,0.321052631,0.228476821,0.299703264,0.377483443,0.2958259646192149,0.316,81.89778060952402,1.6970536424778402,-5.612502995952888,2.3615301847457886,0.8172615256688447,"Drew Waters",20505,671221
"Tyler O'Neill","STL",72,266,9,27,21,5,0.105263157,0.251879699,0.172268908,0.283950617,0.231092436,0.312030075,0.403361344,0.31269550682010505,0.338,97.07560930744307,-0.7616309355944395,-1.725426278510632,0.8412299156188965,0.8149924637882582,"Tyler O'Neill",15711,641933
"Charlie Blackmon","COL",96,413,8,57,40,4,0.094430992,0.133171912,0.161559888,0.306666666,0.278551532,0.363196125,0.44011142,0.34977148779945283,0.339,104.64304175629832,-1.8915090118534863,0.48434874016014007,-6.50836980342865,0.80159974542841,"Charlie Blackmon",7859,453568
"Alex Kirilloff","MIN",88,319,11,35,41,1,0.087774294,0.250783699,0.174377224,0.336787564,0.270462633,0.347962382,0.444839857,0.3428497672455866,0.333,119.96823581837062,0.653716629371047,8.286091459449324,-11.254329681396484,0.7844874588816123,"Alex Kirilloff",20325,666135
"Javier Báez","DET",136,547,9,58,59,12,0.043875685,0.228519195,0.103921569,0.274406332,0.221568627,0.267399267,0.325490196,0.2606332763865754,0.284,61.39633541884097,2.315207301173359,-22.98622869593146,12.183169841766357,0.7754955498015841,"Javier Baez",12979,595879
"Noelvi Marte","CIN",35,123,3,15,15,6,0.06504065,0.203252032,0.140350877,0.38372093,0.315789473,0.365853658,0.45614035,0.35738551374373395,0.342,119.58644676530137,1.1865072906948626,4.1713988765343295,-0.6590790450572968,0.7678491157725056,"Noelvi Marte",26517,682622
"Tom Murphy","SEA",47,159,8,19,17,0,0.062893081,0.276729559,0.248275862,0.357894736,0.289655172,0.335443037,0.537931034,0.36746333181103574,0.352,140.01787906273626,-1.5538970013149083,6.0700611267687625,-3.8080101013183594,0.7640914347652334,"Tom Murphy",13499,608596
"Austin Hedges","- - -",82,212,1,14,16,1,0.051886792,0.221698113,0.043243244,0.235714285,0.183783783,0.233830845,0.227027027,0.2091625632338263,0.246,23.861805835972202,-0.3154478487558663,-20.21855580266689,20.55111277103424,0.7527626496032971,"Austin Hedges",12976,595978
"Endy Rodríguez","PIT",57,204,3,27,13,0,0.083333333,0.240196078,0.107526882,0.281481481,0.220430107,0.284313725,0.327956989,0.2709858601584154,0.293,65.38494569395705,0.7460829252377152,-8.003008978141478,8.489919900894165,0.7411988934287944,"Endy Rodriguez",25332,682848
"Will Brennan","CLE",138,455,5,41,41,13,0.035164835,0.125274725,0.090277778,0.295698924,0.266203703,0.298901098,0.356481481,0.28508508218571577,0.301,80.74296330929103,1.081625762861222,-9.416944646916352,1.333280086517334,0.7350483457483263,"Will Brennan",25660,686823
"Jacob Young","WSN",33,121,0,9,12,13,0.082644628,0.181818181,0.08411215,0.317647058,0.252336448,0.322033898,0.336448598,0.29431418847229524,0.273,82.0316035551444,3.769184515811503,1.0754022765501858,2.1522890627384186,0.7326773411574328,"Jacob Young",29931,696285
"Randal Grichuk","- - -",118,471,16,65,44,2,0.061571125,0.203821656,0.19124424,0.308641975,0.267281105,0.320594479,0.458525345,0.33270120709689693,0.321,100.15702705392134,-3.313593016937375,-3.0490012293532214,-5.679509997367859,0.7271274946488503,"Randal Grichuk",10243,545341
"Joey Gallo","MIN",111,332,21,39,40,1,0.144578313,0.427710843,0.262411348,0.243697478,0.177304964,0.301204819,0.439716312,0.31956858847436587,0.302,103.8307928017843,0.9547142516821623,2.4786128061243207,-6.4867600202560425,0.7248264332466843,"Joey Gallo",14128,608336
"Patrick Wisdom","CHC",97,302,23,43,46,4,0.099337748,0.367549668,0.29477612,0.237037037,0.20522388,0.289036544,0.5,0.3330266093494884,0.339,109.33215485491799,0.33263027342036366,3.8244890705125654,-6.968940258026123,0.7118480000960834,"Patrick Wisdom",13602,621550
"Byron Buxton","MIN",85,347,17,49,42,9,0.100864553,0.314121037,0.230263158,0.252747252,0.207236842,0.293948126,0.4375,0.3111976416214653,0.32,98.02843720969784,4.799899778794497,3.980172479643712,-8.641980171203613,0.7104533758084567,"Byron Buxton",14161,621439
"Stuart Fairchild","CIN",97,255,5,34,28,10,0.098039215,0.270588235,0.159817351,0.306122448,0.228310502,0.321428571,0.388127853,0.3120700075985893,0.315,89.20992051290533,2.1874447045847774,-1.2215993865607548,-0.34202003479003906,0.7098966232794823,"Stuart Fairchild",20321,656413
"Blake Sabol","SFG",110,344,13,36,44,4,0.069767441,0.340116279,0.158064517,0.329670329,0.23548387,0.30116959,0.393548387,0.3031479440934477,0.282,92.08960528207439,1.140283964574337,-2.2312255616966317,-2.377418875694275,0.7084530755331864,"Blake Sabol",25805,666165
"Nelson Velázquez","- - -",53,179,17,35,34,0,0.07821229,0.284916201,0.351851852,0.221052631,0.234567901,0.301675977,0.586419753,0.3685194683474535,0.378,132.36411197885982,-0.13850934756919742,6.8614221539582365,-5.939043939113617,0.6985152587695376,"Nelson Velazquez",23359,676369
"Shea Langeliers","OAK",135,490,22,52,63,3,0.069387755,0.291836734,0.207589286,0.245614035,0.205357142,0.26789366,0.412946428,0.29030027428691635,0.303,86.89002888704037,-2.5904914382845163,-10.287591377316057,0.5192499160766602,0.685610094941656,"Shea Langeliers",25816,669127
"Garrett Hampson","MIA",98,253,3,30,23,5,0.09090909,0.268774703,0.103603604,0.379084967,0.274774774,0.348,0.378378378,0.321622462272644,0.294,100.30094790059512,1.5537366908974946,1.648073163458406,-3.589490830898285,0.6654346291165646,"Garrett Hampson",19262,641658
"Ernie Clement","TOR",30,52,1,7,10,1,0.019230769,0.076923076,0.12,0.391304347,0.38,0.384615384,0.5,0.37756694280184233,0.333,144.13607473454167,0.7692045415751636,3.5191644395238457,1.1914350092411041,0.6458321466681646,"Ernie Clement",20352,676391
"Mike Ford","SEA",84,251,16,32,34,0,0.095617529,0.322709163,0.246575342,0.276422764,0.228310502,0.322709163,0.474885844,0.3427232553759419,0.312,122.86919524304739,-2.053937172051519,4.823932060483426,-6.892038822174072,0.6439248573431968,"Mike Ford",15585,645801
"Dominic Fletcher","ARI",28,102,2,10,14,0,0.06862745,0.215686274,0.139784947,0.376811594,0.301075268,0.35,0.440860215,0.3396209309799503,0.263,112.56206216860002,-0.7442480893805623,0.8433073631881971,2.091458022594452,0.6389575674805839,"Dominic Fletcher",26149,666150
"DJ Stewart","NYM",58,185,11,21,26,1,0.081081081,0.302702702,0.25625,0.287234042,0.2375,0.327868852,0.49375,0.3512811354600667,0.344,125.13620482882497,-0.23755183489993215,5.523996755439569,-5.4899702072143555,0.6315292133971318,"DJ Stewart",17766,621466
"Manuel Margot","TBR",99,336,4,39,38,9,0.053571428,0.163690476,0.112540193,0.305882352,0.263665594,0.309523809,0.376205787,0.29928003712779,0.304,93.05179589607684,-1.3664322262629867,-4.163745817733683,-0.9542289972305298,0.6277104595072199,"Manuel Margot",14712,622534
"René Pinto","TBR",39,105,6,10,16,0,0.019047619,0.323809523,0.203883495,0.317460317,0.252427184,0.266666666,0.456310679,0.30619944901693436,0.329,97.84801417035894,-0.9461831613443792,-1.2169266477128737,3.7176599502563477,0.6049921234792413,"Rene Pinto",19859,650907
"Joc Pederson","SFG",121,425,15,59,51,0,0.134117647,0.209411764,0.181564246,0.26848249,0.234636871,0.348235294,0.416201117,0.3309010567414732,0.368,110.69346137138301,-1.4463235205039382,4.184540358612535,-12.632930040359497,0.6006030750740076,"Joc Pederson",11899,592626
"Ty France","SEA",158,665,12,79,58,1,0.064661654,0.175939849,0.115843271,0.294117647,0.250425894,0.336842105,0.366269165,0.3148304312749017,0.339,103.5351716557786,-9.184892991557717,-6.368057640312542,-10.253469586372375,0.5949877960259686,"Ty France",17982,664034
"Hunter Renfroe","- - -",140,548,20,60,60,0,0.08029197,0.228102189,0.182730924,0.269662921,0.232931726,0.297445255,0.41566265,0.30803458664539085,0.289,92.32138452273207,-1.4617112055420876,-6.651941282588081,-6.00002384185791,0.5948886724228071,"Hunter Renfroe",15464,592669
"Dylan Moore","SEA",67,165,7,18,19,7,0.096969696,0.339393939,0.220689655,0.280487804,0.206896551,0.303030303,0.427586206,0.3169900406490673,0.319,105.032113608596,0.47979099256917834,1.474654938877221,-1.1238021440804005,0.5938425669744846,"Dylan Moore",18042,664238
"Christian Bethancourt","TBR",104,332,11,49,33,1,0.039156626,0.274096385,0.155555555,0.277777777,0.225396825,0.253776435,0.38095238,0.2713728322003183,0.266,73.7078041809332,-1.1385494214482605,-11.597647909657862,6.148709774017334,0.5811610974164457,"Christian Bethancourt",10028,542194
"Miguel Rojas","LAD",125,423,5,49,31,8,0.061465721,0.113475177,0.085714286,0.255192878,0.236363636,0.289786223,0.322077922,0.2710450086344449,0.291,69.19783037668368,-1.9356969762593508,-18.07889110291135,9.341099739074707,0.5649553522003027,"Miguel Rojas",7802,500743
"Cristian Pache","PHI",48,95,2,12,11,2,0.105263157,0.284210526,0.178571428,0.327272727,0.238095238,0.319148936,0.416666666,0.31987425875156483,0.312,99.02333943205856,-0.8201889935880899,-0.9351458959643204,3.352602034807205,0.5636078794621706,"Cristian Pache",19948,665506
"Miguel Amaya","CHC",53,156,5,17,18,0,0.076923076,0.256410256,0.145038167,0.264367816,0.213740458,0.329032258,0.358778625,0.31033121693518856,0.33,94.11866079676375,-0.02314168680459261,-1.1599012592328193,1.4669299125671387,0.5602864111565989,"Miguel Amaya",21693,665804
"Wilyer Abreu","BOS",28,85,2,10,14,3,0.105882352,0.270588235,0.157894737,0.431372549,0.315789473,0.388235294,0.47368421,0.374764084815979,0.355,134.61188928521477,-0.8144502532668412,2.7106667977289223,-0.10521000623703003,0.547694029766754,"Wilyer Abreu",23772,677800
"Connor Wong","BOS",126,403,9,55,36,8,0.05459057,0.332506203,0.150943396,0.340611353,0.234501347,0.2875,0.385444743,0.2923633171617985,0.274,77.49546465700485,0.8479778622277081,-10.018890525537701,1.5667898654937744,0.5221855817077373,"Connor Wong",19896,657136
"Sean Bouchard","COL",21,43,4,11,7,0,0.093023255,0.325581395,0.368421053,0.38095238,0.315789473,0.372093023,0.684210526,0.4321584230245546,0.372,159.86980878619502,-0.29904249776154757,2.8906155069342416,0.7957650423049927,0.513578680885228,"Sean Bouchard",21270,656248
"Reese McGuire","BOS",72,206,1,15,16,2,0.053398058,0.257281553,0.090909091,0.365671641,0.267379679,0.31,0.35828877,0.2932566460967064,0.238,78.11467921326968,-1.3914087936282158,-6.793344958406533,4.927110075950623,0.5116382432052357,"Reese McGuire",15674,624512
"Iván Herrera","STL",13,44,0,6,4,0,0.113636363,0.25,0.054054054,0.423076923,0.297297297,0.409090909,0.351351351,0.34914129836992785,0.342,121.50646395257358,0.3768984004855156,1.5493353066350652,1.9687520265579224,0.500193020070392,"Ivan Herrera",20599,671056
"Christian Encarnacion-Strand","CIN",63,241,13,29,37,2,0.058091286,0.286307053,0.207207207,0.335714285,0.27027027,0.327800829,0.477477477,0.34620103178182576,0.347,112.0891078004191,-2.353937094565481,1.2558292096827142,-4.457744836807251,0.4990028360218454,"Christian Encarnacion-Strand",30011,687952
"Brian Anderson","MIL",96,361,9,38,40,1,0.099722991,0.299168975,0.141509434,0.308823529,0.226415094,0.310249307,0.367924528,0.29913694508518207,0.315,85.42265679947889,-2.743370797485113,-9.263457552302246,1.9345901012420654,0.4949325846379591,"Brian Anderson",18289,605119
"Masataka Yoshida","BOS",140,580,15,71,72,8,0.058620689,0.139655172,0.156424581,0.316027088,0.288640595,0.337931034,0.445065176,0.3385193468167864,0.324,109.48870287525088,-5.215608031023294,1.3786228950693964,-16.162699699401855,0.49030860443650803,"Masataka Yoshida",31837,807799
"Brandon Crawford","SFG",94,320,7,31,38,3,0.0875,0.253125,0.120141343,0.24120603,0.194346289,0.272727272,0.314487632,0.2602038863320021,0.293,63.302741602416766,0.8845120728947222,-13.665099259083675,7.545629978179932,0.4763165030224136,"Brandon Crawford",5343,543063
"Michael Massey","KCR",129,461,15,42,55,6,0.052060737,0.214750542,0.151869159,0.261006289,0.228971962,0.273913043,0.380841121,0.2828422541203706,0.32,72.8980692814207,2.2479577232152224,-12.722341010911956,1.820675015449524,0.47437956695685535,"Michael Massey",27684,686681
"Rougned Odor","SDP",59,157,4,21,18,2,0.108280254,0.235668789,0.152173913,0.24742268,0.20289855,0.299363057,0.355072463,0.2912821371084566,0.318,85.60287620434625,1.6163050821051002,-1.1842439791100543,0.5833950042724609,0.47315469783917313,"Rougned Odor",12282,596059
"James McCann","BAL",70,226,6,25,26,3,0.039823008,0.252212389,0.154589372,0.273972602,0.222222222,0.269058295,0.376811594,0.2792691812921533,0.319,76.90444170336903,-0.9298580028116703,-7.183978074036027,4.239050030708313,0.47181906756485303,"James McCann",12859,543510
"Jorge Mateo","BAL",116,350,7,58,34,32,0.062857142,0.234285714,0.122641509,0.267241379,0.216981132,0.26744186,0.339622641,0.26515356589888417,0.292,67.12014592988723,4.458604430314153,-9.330219826201212,2.1699202060699463,0.4714827378207367,"Jorge Mateo",17273,622761
"Alek Thomas","ARI",125,402,9,51,39,9,0.047263681,0.213930348,0.144385026,0.273049645,0.229946524,0.2725,0.37433155,0.27818596198744044,0.29,71.38011128320608,3.4854696257971227,-10.769352013254629,1.7405469715595245,0.46463559390626064,"Alek Thomas",23792,677950
"Matthew Batten","SDP",43,139,2,19,11,2,0.122302158,0.215827338,0.1,0.329545454,0.258333333,0.355072463,0.358333333,0.32120485063912213,0.27,105.6610896157963,0.9403442027978599,1.9152948321032193,-2.050260543823242,0.4584932677829504,"Matthew Batten",20157,676946
"Pablo Reyes","BOS",64,185,2,27,20,7,0.075675675,0.113513513,0.089820359,0.315068493,0.287425149,0.338797814,0.377245508,0.31475150943453845,0.317,93.01393047851772,0.7634056941606104,-0.785175362188137,-0.9032500982284546,0.45824073604946775,"Pablo Reyes",16357,622569
"Rafael Ortega","NYM",47,136,1,16,8,6,0.147058823,0.242647058,0.052631579,0.3,0.219298245,0.34074074,0.271929824,0.28824868467119,0.287,82.88340751903866,1.9547543181106448,-0.929436653917318,0.791193962097168,0.44798051629142854,"Rafael Ortega",10323,542364
"Garrett Cooper","- - -",123,457,17,42,61,0,0.067833698,0.288840262,0.168246445,0.323636363,0.251184834,0.304157549,0.419431279,0.31253898039427574,0.318,95.85340482043885,-3.1924665975384414,-5.540345170214627,-5.580930113792419,0.44273270400034037,"Garrett Cooper",15279,643265
"Robbie Grossman","TEX",115,420,10,56,49,1,0.135714285,0.233333333,0.155807366,0.292490118,0.237960339,0.34047619,0.393767705,0.3225327775591896,0.306,102.17569988773329,1.4613702609203756,2.5562781637195338,-12.409960269927979,0.4400092470246053,"Robbie Grossman",5254,543257
"Richie Palacios","STL",32,102,6,9,16,2,0.058823529,0.107843137,0.258064516,0.233766233,0.258064516,0.306930693,0.516129032,0.3463288941005669,0.309,119.6212136400876,0.15381685504689813,2.6334865368447793,-1.782787024974823,0.4311494676388218,"Richie Palacios",24589,680700
"Myles Straw","CLE",147,518,1,52,29,20,0.081081081,0.187258687,0.058441558,0.294594594,0.238095238,0.30078125,0.296536796,0.268445786787197,0.275,69.20936855584698,3.8517879527062178,-15.258959167439876,1.9401259273290634,0.4264170389823162,"Myles Straw",17620,664702
"Victor Robles","WSN",36,126,0,15,8,8,0.087301587,0.142857142,0.065420561,0.359550561,0.29906542,0.385245901,0.364485981,0.3384706827460742,0.321,111.63120469884564,2.4624481978826225,4.278227402186184,-4.2990031242370605,0.42574016478101573,"Victor Robles",18363,645302
"Emmanuel Rivera","ARI",86,283,4,32,29,1,0.077738515,0.197879858,0.097276264,0.313432835,0.260700389,0.314487632,0.357976653,0.2954888495455361,0.307,82.9788257821076,-0.8539571948349476,-6.82216238813246,1.45535010099411,0.42573879357942346,"Emmanuel Rivera",19890,656896
"Eloy Jiménez","CHW",120,489,18,50,64,0,0.061349693,0.190184049,0.168859649,0.305475504,0.271929824,0.316973415,0.440789473,0.32473050691263877,0.313,105.11535918220177,-2.761711172759533,0.23547902471527982,-12.734848141670227,0.40990458846432,"Eloy Jimenez",17484,650391
"Josh Bell","- - -",150,617,22,52,74,0,0.102106969,0.217179902,0.171846435,0.28680203,0.246800731,0.325203252,0.418647166,0.32273340098815095,0.348,104.5884155269364,-4.6607938800007105,-1.0963915870157712,-15.816707700490952,0.4051995644321327,"Josh Bell",13145,605137
"Forrest Wall","ATL",15,15,1,6,2,5,0.133333333,0.266666666,0.384615385,0.625,0.461538461,0.533333333,0.846153846,0.5687410712242127,0.22,264.96345303913233,0.8394267759285867,3.905247754250439,-0.3661438040435314,0.40382403246104054,"Forrest Wall",16496,657088
"Tim Locastro","NYM",43,67,2,13,3,6,0.044776119,0.328358208,0.160714285,0.34375,0.232142857,0.338461538,0.392857142,0.32682786538050723,0.308,108.74434553568419,1.5692045683972538,2.295093053353018,-0.531574010848999,0.40333268054670596,"Tim Locastro",15124,641796
"Edward Olivares","KCR",107,385,12,47,36,11,0.057142857,0.166233766,0.189265537,0.289285714,0.262711864,0.316883116,0.451977401,0.32886835948253673,0.34,104.80124995178717,-0.7414156729355454,1.4734345153039246,-10.519589900970459,0.40198437369236983,"Edward Olivares",19698,658668
"Trevor Larnach","MIN",58,212,8,26,40,1,0.12735849,0.339622641,0.202185792,0.295238095,0.213114754,0.311320754,0.415300546,0.31314306603788766,0.323,99.3769159947111,0.5162850772030652,0.3580102767768518,-3.5419899225234985,0.4005642983096277,"Trevor Larnach",21501,663616
"Andruw Monasterio","MIL",92,315,3,38,27,7,0.088888888,0.209523809,0.088652482,0.325581395,0.258865248,0.33015873,0.34751773,0.30221692266918365,0.307,87.48727061263034,-3.0058791739866138,-7.889370265180034,1.1690509915351868,0.3994273941023964,"Andruw Monasterio",19455,655316
"Billy McKinney","NYY",48,147,6,19,14,1,0.115646258,0.265306122,0.1796875,0.273809523,0.2265625,0.319727891,0.40625,0.31475285308001794,0.346,101.26223553631588,0.7230214159935713,0.9453457747410073,-1.934682011604309,0.3992421980183418,"Billy McKinney",15654,641856
"Gio Urshela","LAA",62,228,2,22,24,3,0.043859649,0.157894736,0.074766355,0.346368715,0.29906542,0.328947368,0.373831775,0.3069640356197692,0.288,91.88157783150079,-1.736614391207695,-3.954482872749808,0.06935101747512817,0.3848427244490728,"Gio Urshela",10681,570482
"Ronny Mauricio","NYM",26,108,2,11,9,7,0.064814814,0.287037037,0.099009901,0.338235294,0.247524752,0.296296296,0.346534653,0.2835482883232611,0.29,79.73257185139319,2.0999598978087306,-0.6120432628865413,0.7926029860973358,0.38469992394243185,"Ronny Mauricio",23698,677595
"Nick Martini","CIN",29,79,6,10,16,0,0.063291139,0.189873417,0.319444445,0.25490196,0.263888888,0.329113924,0.583333333,0.38226844766471957,0.353,136.26632435657137,-0.42310161143541336,3.1266537724303065,-1.9829439520835876,0.38227372900205236,"Nick Martini",12005,605361
"Alex Call","WSN",128,439,8,43,38,9,0.120728929,0.177676537,0.106666666,0.230240549,0.2,0.307339449,0.306666666,0.2801541937600582,0.298,72.53967711097414,0.269150719512254,-14.66697476298139,3.442488968372345,0.3713253249658298,"Alex Call",19296,669743
"Gabriel Arias","CLE",122,345,10,36,26,3,0.08115942,0.327536231,0.142857143,0.29015544,0.209523809,0.275362318,0.352380952,0.2756343444188436,0.303,74.19214628768351,-1.826985496096313,-12.495410143755631,4.4338686829432845,0.3646822739081662,"Gabriel Arias",22563,672356
"Riley Adams","WSN",44,158,4,8,21,0,0.069620253,0.284810126,0.202797203,0.368421052,0.272727272,0.331210191,0.475524475,0.3444669011292184,0.281,115.65067398486163,-0.3538970504887402,2.7098854102128875,-4.451649904251099,0.3627861176203724,"Riley Adams",19864,656180
"Nick Loftin","KCR",19,68,0,10,10,2,0.058823529,0.176470588,0.112903225,0.392156862,0.322580645,0.367647058,0.43548387,0.3478412075954325,0.299,117.9523561862654,0.4538168595172465,1.9165317405517632,-0.6583150178194046,0.3557776004106763,"Nick Loftin",27630,679845
"Jace Peterson","- - -",134,430,6,35,37,15,0.109302325,0.23488372,0.096256685,0.27037037,0.211229946,0.303738317,0.307486631,0.274715995984458,0.285,74.4672410239911,1.7248562667518854,-11.659551009423142,0.6035979837179184,0.35487878490884606,"Jace Peterson",12325,607054
"Ryan McKenna","BAL",89,139,2,23,18,5,0.064748201,0.287769784,0.106557377,0.353658536,0.25409836,0.31617647,0.360655737,0.29832445041221733,0.271,90.11267839157635,0.6384091144427657,-1.0083223046750187,-0.2406499981880188,0.346257004361326,"Ryan McKenna",19928,663630
"Enmanuel Valdez","BOS",49,149,6,17,19,5,0.053691275,0.248322147,0.18705036,0.322916666,0.26618705,0.31081081,0.45323741,0.32815342094447164,0.301,102.3035195251096,1.3316928148269653,1.742944297659246,-3.506370782852173,0.32882950792589666,"Enmanuel Valdez",21716,665839
"Austin Wells","NYY",19,75,4,8,13,0,0.04,0.186666666,0.257142857,0.226415094,0.228571428,0.256756756,0.485714285,0.30894547539788325,0.364,97.23682826024222,-0.1692446512170136,-0.41755707700153144,1.144599974155426,0.32652188575473523,"Austin Wells",27562,669224
"Jordan Walker","STL",117,465,16,51,51,7,0.079569892,0.223655913,0.169047619,0.331125827,0.276190476,0.341935483,0.445238095,0.34120762207174815,0.333,116.18825067745848,-0.42706566769629717,8.89947670313338,-21.467440128326416,0.3256419918365959,"Jordan Walker",27475,691023
"Tyler Heineman","- - -",22,47,0,5,3,1,0.170212765,0.170212765,0.078947368,0.3,0.236842105,0.382978723,0.315789473,0.3251904731101178,0.333,107.34340739780535,0.5768984109163284,0.9453906872513027,0.6888200268149376,0.3222247676351876,"Tyler Heineman",13897,623168
"Sam Haggerty","SEA",52,108,1,13,5,10,0.138888888,0.157407407,0.087912088,0.301369863,0.252747252,0.364485981,0.34065934,0.3210760316002035,0.322,107.86433472541323,3.016305177472532,4.033994120523447,-4.569779872894287,0.31237327974707246,"Sam Haggerty",18054,664059
"Oneil Cruz","PIT",9,40,1,7,4,3,0.175,0.2,0.125,0.291666666,0.25,0.375,0.375,0.33536607921123507,0.324,108.54119794741499,1.1999799474142492,1.6232782940441561,0.12522798776626587,0.31016176486073643,"Oneil Cruz",21711,665833
"Garrett Mitchell","MIL",19,73,3,10,7,1,0.09589041,0.356164383,0.2,0.351351351,0.246153846,0.315068493,0.446153846,0.3255562912927915,0.281,103.13244384403066,0.34710054052993655,0.6304183974114972,-0.04788398742675781,0.3059453533352351,"Garrett Mitchell",27555,669003
"Matt Thaiss","LAA",95,307,9,32,31,2,0.117263843,0.270358306,0.125954198,0.2716763,0.213740458,0.319218241,0.339694656,0.2954166276392594,0.329,83.8774453901871,-1.230895691551268,-7.161535423820604,-0.2034240961074829,0.30543372763414395,"Matt Thaiss",19318,642136
"Paul DeJong","- - -",112,400,14,41,38,4,0.0525,0.3025,0.147849462,0.263598326,0.206989247,0.2575,0.354838709,0.2664953945577145,0.278,65.87938139773158,-3.7731485422700644,-20.367553101469607,9.786928117275238,0.3027428023336634,"Paul DeJong",18015,657557
"Greg Allen","NYY",22,28,1,6,1,3,0.071428571,0.357142857,0.260869565,0.333333333,0.217391304,0.333333333,0.478260869,0.3491003027668706,0.2,125.07030889606476,0.631732908077538,1.4728317345802195,0.5327859818935394,0.2948223286756765,"Greg Allen",16623,656185
